Run 1; Fc 5-1; Cy 3; 3321; Conc 0.1524158 0.4572474 1.371742 4.115226 12.34568 37.03704 111.1111 333.3333 1000 nM_X 	Run 1; Fc 5-1; Cy 3; 3321; Conc 0.1524158 0.4572474 1.371742 4.115226 12.34568 37.03704 111.1111 333.3333 1000 nM_Y 	Run 1; Fc 5-1; Cy 3; 3321; Conc 0.1524158 0.4572474 1.371742 4.115226 12.34568 37.03704 111.1111 333.3333 1000 nM; Fitted_X 	Run 1; Fc 5-1; Cy 3; 3321; Conc 0.1524158 0.4572474 1.371742 4.115226 12.34568 37.03704 111.1111 333.3333 1000 nM; Fitted_Y 	
126.500007629395 	0.0441999925606069 	126.500007629395 	0.0295952751644985 	
126.599998474121 	0.0477999877439288 	126.599998474121 	0.0295882215695334 	
126.700004577637 	0.0489000076777302 	126.700004577637 	0.0295811685809472 	
126.799995422363 	0.0470999950848636 	126.799995422363 	0.0295741183506056 	
126.900001525879 	0.0464000079118705 	126.900001525879 	0.0295670687263481 	
127.000007629395 	0.0451999858341878 	127.000007629395 	0.029560020783777 	
127.099998474121 	0.0368999996644561 	127.099998474121 	0.0295529755974685 	
127.200004577637 	0.0251000036696496 	127.200004577637 	0.0295459310168013 	
127.299995422363 	0.0168999985216942 	127.299995422363 	0.0295388891910755 	
127.400001525879 	0.0149000119636185 	127.400001525879 	0.0295318479706958 	
127.500007629395 	0.0117999891735963 	127.500007629395 	0.0295248084299816 	
127.599998474121 	0.0153999948015553 	127.599998474121 	0.0295177716422277 	
127.700004577637 	0.0168000021440093 	127.700004577637 	0.0295107354593762 	
127.799995422363 	0.0195999955903972 	127.799995422363 	0.0295037020281645 	
127.900001525879 	0.0206999941328831 	127.900001525879 	0.029496669201559 	
128 	0.0204000058874954 	128 	0.0294896385889358 	
128.099990844727 	0.0192999993523699 	128.099990844727 	0.0294826101895068 	
128.199996948242 	0.0188000023008499 	128.199996948242 	0.0294755823942397 	
128.299987792969 	0.0155000022277818 	128.299987792969 	0.0294685573473122 	
128.399993896484 	0.013199997778429 	128.399993896484 	0.0294615329042499 	
128.5 	0.0142000001396809 	128.5 	0.0294545101368117 	
128.599990844727 	0.0119000025006244 	128.599990844727 	0.0294474901157338 	
128.699996948242 	0.0131999967306911 	128.699996948242 	0.0294404706980757 	
128.799987792969 	0.0131000011315336 	128.799987792969 	0.029433454026098 	
128.899993896484 	0.0110000028107606 	128.899993896484 	0.0294264379580031 	
129 	0.0109999977103143 	129 	0.029419423563629 	
129.099990844727 	0.0105999973529833 	129.099990844727 	0.0294124119124381 	
129.199996948242 	0.0125000034204277 	129.199996948242 	0.0294054008640474 	
129.299987792969 	0.0113999996865459 	129.299987792969 	0.0293983925575278 	
129.399993896484 	0.0101000013673911 	129.399993896484 	0.0293913848535172 	
129.5 	0.0107000013558718 	129.5 	0.0293843788212229 	
129.599990844727 	0.0110000013446552 	129.599990844727 	0.029377375528832 	
129.699996948242 	0.0140999996365281 	129.699996948242 	0.0293703728385127 	
129.799987792969 	0.0161999999545515 	129.799987792969 	0.0293633728867853 	
129.899993896484 	0.0188000013004057 	129.899993896484 	0.0293563735368376 	
130 	0.0186000012945442 	130 	0.0293493758566018 	
130.099990844727 	0.0197000006119197 	130.099990844727 	0.029342380912991 	
130.199996948242 	0.0182999999306048 	130.199996948242 	0.0293353865707217 	
130.299987792969 	0.0210999985611124 	130.299987792969 	0.0293283949637666 	
130.399993896484 	0.0219999992295925 	130.399993896484 	0.0293214039578604 	
130.5 	0.0230000015908445 	130.5 	0.0293144146196616 	
130.599990844727 	0.0238999992070603 	130.599990844727 	0.0293074280148112 	
130.699996948242 	0.0230000015726546 	130.699996948242 	0.0293004420105705 	
130.799987792969 	0.0260999988495314 	130.799987792969 	0.0292934587383678 	
130.899993896484 	0.0257000015517406 	130.899993896484 	0.0292864760664817 	
131 	0.0252000015461817 	131 	0.0292794950602987 	
131.099990844727 	0.024600000528153 	131.099990844727 	0.0292725167841888 	
131.199996948242 	0.0255999991713907 	131.199996948242 	0.0292655391079553 	
131.299987792969 	0.0249000008625444 	131.299987792969 	0.0292585641604852 	
131.399993896484 	0.0241999988284078 	131.399993896484 	0.0292515898125979 	
131.5 	0.0231999995012302 	131.5 	0.0292446171284092 	
131.599990844727 	0.023299999837036 	131.599990844727 	0.0292376471710199 	
131.699996948242 	0.0225999984795635 	131.699996948242 	0.0292306778127722 	
131.799987792969 	0.0220999984776427 	131.799987792969 	0.029223711180015 	
131.899993896484 	0.021200001523539 	131.899993896484 	0.0292167451461049 	
132 	0.0217999996530125 	132 	0.0292097807738892 	
132.099990844727 	0.0203999998266227 	132.099990844727 	0.0292028191252007 	
132.199996948242 	0.0202999999892199 	132.199996948242 	0.0291958580753151 	
132.299987792969 	0.0205999991339922 	132.299987792969 	0.0291888997495589 	
132.399993896484 	0.0201000008200936 	132.399993896484 	0.0291819420220673 	
132.5 	0.0193999996226921 	132.5 	0.0291749859544214 	
132.599990844727 	0.0192999996143044 	132.599990844727 	0.0291680326071895 	
132.699996948242 	0.0188999996025814 	132.699996948242 	0.0291610798577853 	
132.799987792969 	0.0193999994189653 	132.799987792969 	0.0291541298274913 	
132.899993896484 	0.0197000000880507 	132.899993896484 	0.0291471803947334 	
133 	0.0198000000782486 	133 	0.029140232619827 	
133.099990844727 	0.0206000002472138 	133.099990844727 	0.0291332875620753 	
133.199996948242 	0.0212999998984742 	133.199996948242 	0.0291263431014221 	
133.299987792969 	0.0226000002257933 	133.299987792969 	0.0291194013566205 	
133.399993896484 	0.0221999996283557 	133.399993896484 	0.0291124602086252 	
133.5 	0.0236000002987566 	133.5 	0.029105520716487 	
133.599990844727 	0.0227999997878214 	133.599990844727 	0.0290985839382458 	
133.699996948242 	0.0225999996182509 	133.699996948242 	0.0290916477563723 	
133.799987792969 	0.0222999999532476 	133.799987792969 	0.0290847142870933 	
133.899993896484 	0.0219000001234235 	133.899993896484 	0.0290777814138893 	
134 	0.0217000000338885 	134 	0.0290708501945479 	
134.099990844727 	0.0199000001666718 	134.099990844727 	0.0290639216858475 	
134.199996948242 	0.0209999999933643 	134.199996948242 	0.0290569937727825 	
134.299987792969 	0.0202999998255109 	134.299987792969 	0.0290500685690564 	
134.399993896484 	0.0201000001216016 	134.399993896484 	0.0290431439606724 	
134.5 	0.0200000002041634 	134.5 	0.0290362210041566 	
134.599990844727 	0.0216000001091743 	134.599990844727 	0.0290293007550272 	
134.699996948242 	0.0222999999095919 	134.699996948242 	0.0290223811007993 	
134.799987792969 	0.0236999999942782 	134.799987792969 	0.0290154641526563 	
134.899993896484 	0.0247000000053959 	134.899993896484 	0.0290085477991211 	
135 	0.0251000000462227 	135 	0.0290016330954596 	
135.099990844727 	0.0250999999589112 	135.099990844727 	0.0289947210959314 	
135.199996948242 	0.0254000000932137 	135.199996948242 	0.0289878096905694 	
135.299987792969 	0.0252999999793246 	135.299987792969 	0.0289809009880398 	
135.399993896484 	0.0239999999721476 	135.399993896484 	0.028973992879382 	
135.5 	0.0225999998037878 	135.5 	0.0289670864186037 	
135.599990844727 	0.021100000180013 	135.599990844727 	0.0289601826587069 	
135.699996948242 	0.0198999999229272 	135.699996948242 	0.0289532794922395 	
135.799987792969 	0.0200000001314038 	135.799987792969 	0.0289463790253536 	
135.899993896484 	0.0209999997932755 	135.899993896484 	0.0289394791516019 	
136 	0.0217000001284759 	136 	0.0289325809237354 	
136.099990844727 	0.0211000000454078 	136.099990844727 	0.0289256853935003 	
136.199996948242 	0.0199000000502565 	136.199996948242 	0.0289187904559563 	
136.299987792969 	0.022800000031566 	136.299987792969 	0.0289118982147442 	
136.399993896484 	0.0223000002843037 	136.399993896484 	0.0289050065659274 	
136.5 	0.0214000001979002 	136.5 	0.0288981165610014 	
136.599990844727 	0.0205999996032915 	136.599990844727 	0.0288912292504582 	
136.699996948242 	0.0186000001158391 	136.699996948242 	0.0288843425318663 	
136.799987792969 	0.0157999998664309 	136.799987792969 	0.0288774585063583 	
136.899993896484 	0.0158000000374159 	136.899993896484 	0.0288705750725052 	
137 	0.0136999998685496 	137 	0.0288636932805484 	
137.099990844727 	0.013099999694532 	137.099990844727 	0.0288568141797274 	
137.199996948242 	0.0127000002757995 	137.199996948242 	0.0288499356701163 	
137.299987792969 	0.00629999969532946 	137.299987792969 	0.0288430598503427 	
137.399993896484 	0.00490000003264868 	137.399993896484 	0.0288361846214818 	
137.5 	0.00329999986934126 	137.5 	0.028829311032523 	
137.599990844727 	0.00699999993230449 	137.599990844727 	0.0288224401314545 	
137.699996948242 	0.00579999993715319 	137.699996948242 	0.0288155698244375 	
137.799987792969 	0.000400000120862387 	137.799987792969 	0.0288087022050181 	
137.899993896484 	-0.000600000133999856 	137.899993896484 	0.0288018351760125 	
138 	-0.00270000016462291 	138 	0.0287949697851626 	
138.099990844727 	-0.00759999998626881 	138.099990844727 	0.0287881070792108 	
138.199996948242 	-0.017600000002858 	138.199996948242 	0.0287812449632391 	
138.299987792969 	-0.0178999996205675 	138.299987792969 	0.0287743855308768 	
138.399993896484 	-0.00910000018120627 	138.399993896484 	0.0287675266882052 	
138.5 	0.000599999984842725 	138.5 	0.0287606694817168 	
138.599990844727 	0.00599999996848055 	138.599990844727 	0.0287538149569053 	
138.699996948242 	0.00630000039745937 	138.699996948242 	0.0287469610213499 	
138.799987792969 	0.00629999996817787 	138.799987792969 	0.0287401097661836 	
138.899993896484 	0.0191000000668282 	138.899993896484 	0.0287332590999832 	
139 	0.0181000004340603 	139 	0.0287264100679933 	
139.099990844727 	0.0155999996022729 	139.099990844727 	0.0287195637144609 	
139.199996948242 	0.0214000002706598 	139.199996948242 	0.028712717949459 	
139.299987792969 	0.0319000004092231 	139.299987792969 	0.0287058748616273 	
139.399993896484 	0.0512999998536543 	139.399993896484 	0.0286990323620355 	
139.5 	0.0702999997629377 	139.5 	0.0286921914946814 	
139.599990844727 	0.0792999993318517 	139.599990844727 	0.0286853533025668 	
139.699996948242 	0.0826999987111776 	139.699996948242 	0.0286785156982557 	
139.799987792969 	0.0803999992822355 	139.799987792969 	0.0286716807678974 	
139.899993896484 	0.0686999995450606 	139.899993896484 	0.0286648464250512 	
140 	0.057400002511713 	140 	0.0286580137124701 	
140.099990844727 	0.0505999986999086 	140.099990844727 	0.0286511836719122 	
140.199996948242 	0.0433999982815294 	140.199996948242 	0.028644354218429 	
140.299987792969 	0.0339000039566599 	140.299987792969 	0.0286375274356828 	
140.399993896484 	0.0288999950644211 	140.399993896484 	0.0286307012397196 	
140.5 	0.026400003433082 	140.5 	0.0286238766720487 	
140.599990844727 	0.0233000033367716 	140.599990844727 	0.0286170547731861 	
140.699996948242 	0.0263000056002056 	140.699996948242 	0.0286102334606681 	
140.799987792969 	0.0359000058379024 	140.799987792969 	0.0286034148156727 	
140.899993896484 	0.0375999874595436 	140.899993896484 	0.0285965967567297 	
141 	0.026499994466576 	141 	0.0285897803241063 	
141.099990844727 	0.0128000004733622 	141.099990844727 	0.0285829665570777 	
141.199996948242 	-0.0102000093975221 	141.199996948242 	0.0285761533756621 	
141.299987792969 	-0.0352000023376604 	141.299987792969 	0.0285693428585564 	
141.399993896484 	-0.0464999906071171 	141.399993896484 	0.0285625329267707 	
141.5 	-0.0509999951391364 	141.5 	0.028555724619332 	
141.599990844727 	-0.0486000091550522 	141.599990844727 	0.0285489189742761 	
141.699996948242 	-0.0242000062462466 	141.699996948242 	0.0285421139141003 	
141.799987792969 	-0.00980000333947828 	141.799987792969 	0.0285353115150228 	
141.899993896484 	0.0125999985684757 	141.899993896484 	0.0285285097005317 	
142 	0.0285999873121909 	142 	0.028521709508415 	
142.099990844727 	0.0389000051982293 	142.099990844727 	0.0285149119754706 	
142.199996948242 	0.0356999950381578 	142.199996948242 	0.0285081150266717 	
142.299987792969 	0.0325999862143362 	142.299987792969 	0.0285013207357613 	
142.399993896484 	0.0340999973741418 	142.399993896484 	0.028494527028702 	
142.5 	0.0324999946569733 	142.5 	0.0284877349420445 	
142.599990844727 	0.0385000135865994 	142.599990844727 	0.0284809455113503 	
142.699996948242 	0.0400999878365838 	142.699996948242 	0.0284741566640654 	
142.799987792969 	0.0444000054339995 	142.799987792969 	0.0284673704714608 	
142.899993896484 	0.0436000057670753 	142.899993896484 	0.0284605848619706 	
143 	0.0438000104877574 	143 	0.0284538008709095 	
143.099990844727 	0.0436000043846434 	143.099990844727 	0.0284470195349573 	
143.199996948242 	0.0419999884579738 	143.199996948242 	0.0284402387846386 	
143.299987792969 	0.0374999958985427 	143.299987792969 	0.0284334606860783 	
143.399993896484 	0.0413000175467459 	143.399993896484 	0.0284266831701861 	
143.5 	0.0459000280352484 	143.5 	0.0284199072710464 	
143.599990844727 	0.0522000225973898 	143.599990844727 	0.028413134021757 	
143.699996948242 	0.0563999704354501 	143.699996948242 	0.0284063613547076 	
143.799987792969 	0.0632999890331121 	143.799987792969 	0.0283995913362366 	
143.899993896484 	0.0694999903644202 	143.899993896484 	0.0283928218997198 	
144 	0.0739000021894753 	144 	0.0283860540780085 	
144.099990844727 	0.0793000096309697 	144.099990844727 	0.0283792889029684 	
144.199996948242 	0.0804999862666591 	144.199996948242 	0.0283725243094535 	
144.299987792969 	0.0832999869307969 	144.299987792969 	0.0283657623613385 	
144.399993896484 	0.0835999801638536 	144.399993896484 	0.0283590009944625 	
144.5 	0.0876999808278924 	144.5 	0.0283522412404448 	
144.599990844727 	0.0906000048635178 	144.599990844727 	0.0283454841299207 	
144.699996948242 	0.0934999821656675 	144.699996948242 	0.0283387276002056 	
144.799987792969 	0.098100019069534 	144.799987792969 	0.0283319737127135 	
144.899993896484 	0.0981000288957148 	144.899993896484 	0.0283252204057434 	
145 	0.100800002473989 	145 	0.0283184687096846 	
145.099990844727 	0.10129997911281 	145.099990844727 	0.0283117196539434 	
145.199996948242 	0.102299988935556 	145.199996948242 	0.0283049711782933 	
145.299987792969 	0.101700005528983 	145.299987792969 	0.0282982253416908 	
145.399993896484 	0.104299977778282 	145.399993896484 	0.0282914800848919 	
145.5 	0.108400010300102 	145.5 	0.0282847364370573 	
145.599990844727 	0.112399999808986 	145.599990844727 	0.0282779954263656 	
145.699996948242 	0.111400021836744 	145.699996948242 	0.0282712549950459 	
145.799987792969 	0.114800028608443 	145.799987792969 	0.0282645171995997 	
145.899993896484 	0.116199972053437 	145.899993896484 	0.0282577799832373 	
146 	0.118500008960837 	146 	0.0282510443738922 	
146.099990844727 	0.116900028606324 	146.099990844727 	0.0282443113985168 	
146.199996948242 	0.116899993037805 	146.199996948242 	0.0282375790017927 	
146.299987792969 	0.118000010297692 	146.299987792969 	0.0282308492377695 	
146.399993896484 	0.12129998216551 	146.399993896484 	0.028224120052109 	
146.5 	0.123100017353863 	146.5 	0.0282173924715185 	
146.599990844727 	0.127800025460601 	146.599990844727 	0.0282106675217262 	
146.699996948242 	0.126200029182655 	146.699996948242 	0.028203943149863 	
146.799987792969 	0.131800001712691 	146.799987792969 	0.0281972214075297 	
146.899993896484 	0.135199990174442 	146.899993896484 	0.0281905002428362 	
147 	0.135400014874904 	147 	0.0281837806812657 	
147.099990844727 	0.136599998280872 	147.099990844727 	0.0281770637473233 	
147.199996948242 	0.141099990840303 	147.199996948242 	0.0281703473905862 	
147.299987792969 	0.149800011826301 	147.299987792969 	0.0281636336602095 	
147.399993896484 	0.159699973199167 	147.399993896484 	0.0281569205067483 	
147.5 	0.137400006675307 	147.5 	0.0281502089544631 	
147.599990844727 	0.106499983212416 	147.599990844727 	0.0281435000266372 	
147.699996948242 	0.101400029179786 	147.699996948242 	0.0281367916752915 	
147.799987792969 	0.0891999830237182 	147.799987792969 	0.0281300859471382 	
147.899993896484 	0.0800000560739136 	147.899993896484 	0.0281233807951746 	
148 	0.085699969669804 	148 	0.0281166772424399 	
148.099990844727 	0.103700053594366 	148.099990844727 	0.0281099763109974 	
148.199996948242 	0.0910999994230224 	148.199996948242 	0.0281032759553084 	
148.299987792969 	0.0701999727243674 	148.299987792969 	0.0280965782196451 	
148.399993896484 	0.0657999927498167 	148.399993896484 	0.0280898810594444 	
148.5 	0.060000011439115 	148.5 	0.0280831854970463 	
148.599990844727 	0.0541999965644209 	148.599990844727 	0.0280764925575458 	
148.699996948242 	0.0740999999979977 	148.699996948242 	0.02806980019336 	
148.799987792969 	0.111399982830335 	148.799987792969 	0.0280631104463275 	
148.899993896484 	0.0923999547958374 	148.899993896484 	0.0280564212743284 	
149 	0.0850999984722876 	149 	0.0280497336979681 	
149.099990844727 	0.0813000509224366 	149.099990844727 	0.0280430487368782 	
149.199996948242 	0.0810000356650562 	149.199996948242 	0.0280363643503995 	
149.299987792969 	0.0730999570805579 	149.299987792969 	0.0280296825779363 	
149.399993896484 	0.0578000583627727 	149.399993896484 	0.0280230013798025 	
149.5 	0.0584000369999558 	149.5 	0.0280163217753864 	
149.599990844727 	0.0523000221219263 	149.599990844727 	0.0280096447831038 	
149.699996948242 	0.0378000065793458 	149.699996948242 	0.0280029683647275 	
149.799987792969 	0.0280999794922536 	149.799987792969 	0.0279962945572303 	
149.899993896484 	0.0351000125883729 	149.899993896484 	0.0279896213233571 	
150 	0.0670000034333498 	150 	0.0279829496812806 	
150.099990844727 	0.0612000200235343 	150.099990844727 	0.027976280648202 	
150.199996948242 	0.0652999986632494 	150.199996948242 	0.0279696121883234 	
150.299987792969 	0.0607000200252514 	150.299987792969 	0.0279629463361889 	
150.399993896484 	0.0633000010457181 	150.399993896484 	0.0279562810569715 	
150.5 	0.0596000010482385 	150.5 	0.0279496173676298 	
150.599990844727 	0.0591000078165962 	150.599990844727 	0.0279429562841519 	
150.699996948242 	0.0588000176430796 	150.699996948242 	0.0279362957731662 	
150.799987792969 	0.0583999783484614 	150.799987792969 	0.0279296378667913 	
150.899993896484 	0.0594999949425983 	150.899993896484 	0.027922980532625 	
151 	0.0610000159249466 	151 	0.0279163247864133 	
151.099990844727 	0.060900003718416 	151.099990844727 	0.0279096716429328 	
151.199996948242 	0.0592000104879844 	151.199996948242 	0.0279030190712354 	
151.299987792969 	0.0567000203081989 	151.299987792969 	0.0278963691010166 	
151.399993896484 	0.0593000104890962 	151.399993896484 	0.0278897197022967 	
151.5 	0.0600000172598811 	151.5 	0.0278830718896103 	
151.599990844727 	0.0589999962794536 	151.599990844727 	0.0278764266765241 	
151.699996948242 	0.0563000220281538 	151.699996948242 	0.0278697820345101 	
151.799987792969 	0.0561000115376373 	151.799987792969 	0.0278631399908443 	
151.899993896484 	0.0587999776798824 	151.899993896484 	0.027856498517966 	
152 	0.0603000040973711 	152 	0.0278498586292001 	
152.099990844727 	0.0638000176404603 	152.099990844727 	0.0278432213369048 	
152.199996948242 	0.0649000139201235 	152.199996948242 	0.0278365846149696 	
152.299987792969 	0.0646999770142429 	152.299987792969 	0.0278299504882534 	
152.399993896484 	0.0650999732933997 	152.399993896484 	0.0278233169316121 	
152.5 	0.0663999929420243 	152.5 	0.0278166849571621 	
152.599990844727 	0.0672000058148114 	152.599990844727 	0.0278100555760544 	
152.699996948242 	0.0679999831190798 	152.699996948242 	0.0278034267645931 	
152.799987792969 	0.0667000027642644 	152.799987792969 	0.0277968005452234 	
152.899993896484 	0.0670999793983356 	152.899993896484 	0.0277901748952142 	
153 	0.0664999793989409 	153 	0.0277835508254753 	
153.099990844727 	0.0669999929414189 	153.099990844727 	0.027776929345952 	
153.199996948242 	0.0675999702434638 	153.199996948242 	0.02777030843536 	
153.299987792969 	0.0686000003806839 	153.299987792969 	0.0277636901137334 	
153.399993896484 	0.0687999807341839 	153.399993896484 	0.0277570723607516 	
153.5 	0.0685000071498507 	153.5 	0.0277504561861191 	
153.599990844727 	0.068400020692934 	153.599990844727 	0.0277438425985769 	
153.699996948242 	0.0687000244142837 	153.699996948242 	0.0277372295792495 	
153.799987792969 	0.0672999875023379 	153.799987792969 	0.0277306191457628 	
153.899993896484 	0.0649999966626638 	153.899993896484 	0.0277240092802037 	
154 	0.0645000125878141 	154 	0.0277174009954816 	
154.099990844727 	0.064600002096995 	154.099990844727 	0.0277107952965469 	
154.199996948242 	0.0663000088643457 	154.199996948242 	0.0277041901654478 	
154.299987792969 	0.0646999916025379 	154.299987792969 	0.0276975876174098 	
154.399993896484 	0.0636999878843199 	154.399993896484 	0.0276909856369328 	
154.5 	0.064599978064507 	154.5 	0.0276843852313204 	
154.599990844727 	0.0642999743467954 	154.599990844727 	0.0276777874069148 	
154.699996948242 	0.0644999841679237 	154.699996948242 	0.0276711901496579 	
154.799987792969 	0.063599987217458 	154.799987792969 	0.0276645954723723 	
154.899993896484 	0.0628999736763944 	154.899993896484 	0.0276580013619601 	
155 	0.0627999872194778 	155 	0.0276514088245238 	
155.099990844727 	0.0622999706247356 	155.099990844727 	0.0276448188652057 	
155.199996948242 	0.0622000000948901 	155.199996948242 	0.0276382294723481 	
155.299987792969 	0.0643999902713404 	155.299987792969 	0.0276316426563736 	
155.399993896484 	0.0659000068662863 	155.399993896484 	0.027625056406584 	
155.5 	0.0673999970422301 	155.5 	0.0276184717278819 	
155.599990844727 	0.0669999835008639 	155.599990844727 	0.027611889624211 	
155.699996948242 	0.0659999957060791 	155.699996948242 	0.0276053080863112 	
155.799987792969 	0.0654000245085626 	155.799987792969 	0.0275987291222083 	
155.899993896484 	0.0651000170691987 	155.899993896484 	0.0275921507236005 	
156 	0.0654999869293533 	156 	0.027585573894192 	
156.099990844727 	0.0586000146868173 	156.099990844727 	0.0275789996367295 	
156.199996948242 	0.0542999909375794 	156.199996948242 	0.0275724259443476 	
156.299987792969 	0.0564000189770013 	156.299987792969 	0.0275658548226781 	
156.399993896484 	0.0622000077237317 	156.399993896484 	0.0275592842658127 	
156.5 	0.0617999741516542 	156.5 	0.0275527152762589 	
156.599990844727 	0.0612999774930358 	156.599990844727 	0.0275461488555675 	
156.699996948242 	0.0598000004756614 	156.699996948242 	0.0275395829992651 	
156.799987792969 	0.0635000271795434 	156.799987792969 	0.0275330197105923 	
156.899993896484 	0.063000016973092 	156.899993896484 	0.0275264569860314 	
157 	0.067800011154759 	157 	0.0275198958268946 	
157.099990844727 	0.0688000040026964 	157.099990844727 	0.0275133372335386 	
157.199996948242 	0.0716000141146651 	157.199996948242 	0.0275067792038787 	
157.299987792969 	0.0748999744391767 	157.299987792969 	0.0275002237387673 	
157.399993896484 	0.0674999879811367 	157.399993896484 	0.0274936688370747 	
157.5 	0.0566000296566926 	157.5 	0.0274871154989189 	
157.599990844727 	0.0638000089638808 	157.599990844727 	0.0274805647234637 	
157.699996948242 	0.062300002478878 	157.699996948242 	0.0274740145110109 	
157.799987792969 	0.0604000027633447 	157.799987792969 	0.0274674668600272 	
157.899993896484 	0.0726999864564277 	157.899993896484 	0.0274609197717679 	
158 	0.0681999769185495 	158 	0.0274543742451584 	
158.099990844727 	0.0663999446842354 	158.099990844727 	0.0274478312781714 	
158.199996948242 	0.0643000316595135 	158.199996948242 	0.0274412888734915 	
158.299987792969 	0.0630000383353035 	158.299987792969 	0.0274347490272032 	
158.399993896484 	0.0622999542210891 	158.399993896484 	0.0274282097429438 	
158.5 	0.0636000085796695 	158.5 	0.0274216720184476 	
158.599990844727 	0.0873000083884108 	158.599990844727 	0.0274151368504972 	
158.699996948242 	0.0932000537832209 	158.699996948242 	0.0274086022441578 	
158.799987792969 	0.0873000083884108 	158.799987792969 	0.0274020701931341 	
158.899993896484 	0.0859000396703777 	158.899993896484 	0.0273955387034426 	
159 	0.0873000083884108 	159 	0.027389008771628 	
159.099990844727 	0.0932000537832209 	159.099990844727 	0.0273824813932844 	
159.199996948242 	0.100600020407001 	159.199996948242 	0.0273759545758544 	
159.299987792969 	 	159.299987792969 	0.0273694303106659 	
159.399993896484 	 	159.399993896484 	0.0273629066061118 	
159.5 	 	159.5 	0.0273563844575487 	
159.599990844727 	 	159.599990844727 	0.0273498648593834 	
159.699996948242 	 	159.699996948242 	0.0273433458214332 	
159.799987792969 	 	159.799987792969 	0.0273368293326521 	
159.899993896484 	 	159.899993896484 	0.0273303134038065 	
160 	 	160 	0.027323799029066 	
160.099990844727 	 	160.099990844727 	0.027323799029066 	
160.199996948242 	 	160.199996948242 	0.0274237574960503 	
160.299987792969 	 	160.299987792969 	0.0275236775673854 	
160.399993896484 	 	160.399993896484 	0.0276235890308051 	
160.5 	 	160.5 	0.0277234766355461 	
160.599990844727 	 	160.599990844727 	0.0278233251479328 	
160.699996948242 	 	160.699996948242 	0.0279231650565988 	
160.799987792969 	 	160.799987792969 	0.0280229658914627 	
160.899993896484 	 	160.899993896484 	0.0281227581094827 	
161 	 	161 	0.0282225264790462 	
161.099990844727 	 	161.099990844727 	0.0283222558434941 	
161.199996948242 	 	161.199996948242 	0.0284219766201071 	
161.299987792969 	 	161.299987792969 	0.0285216583604412 	
161.399993896484 	 	161.399993896484 	0.0286213314877349 	
161.5 	 	161.5 	0.0287209807885512 	
161.599990844727 	 	161.599990844727 	0.0288205910639944 	
161.699996948242 	 	161.699996948242 	0.0289201927266287 	
161.799987792969 	-0.101199976921635 	161.799987792969 	0.0290197554853271 	
161.899993896484 	-0.099899957087473 	161.899993896484 	0.0291193096447668 	
162 	-0.0960000507366203 	162 	0.0292188400096701 	
162.099990844727 	-0.0930999439260631 	162.099990844727 	0.0293183313992811 	
162.199996948242 	-0.0922999820722907 	162.199996948242 	0.0294178141787422 	
162.299987792969 	-0.0881000120170938 	162.299987792969 	0.0295172579901714 	
162.399993896484 	-0.0868000186928839 	162.399993896484 	0.029616693242043 	
162.5 	-0.0858999650990881 	162.5 	0.0297161047923918 	
162.599990844727 	-0.0830000097266748 	162.599990844727 	0.0298154774207958 	
162.699996948242 	-0.0859999530803179 	162.699996948242 	0.029914841456151 	
162.799987792969 	-0.0837999929426587 	162.799987792969 	0.0300141665768112 	
162.899993896484 	-0.0809999830271408 	162.899993896484 	0.0301134830971729 	
163 	-0.0678999988595024 	163 	0.0302127758582253 	
163.099990844727 	-0.0716999977121304 	163.099990844727 	0.0303120298266674 	
163.199996948242 	-0.068499981691275 	163.199996948242 	0.0304112752411573 	
163.299987792969 	-0.0672000350969029 	163.299987792969 	0.0305104817953292 	
163.399993896484 	-0.0656999662423914 	163.399993896484 	0.0306096797673929 	
163.5 	-0.0653000528327539 	163.5 	0.0307088540164338 	
163.599990844727 	-0.0679000276577426 	163.599990844727 	0.030807989416015 	
163.699996948242 	-0.0694000072508061 	163.699996948242 	0.0309071162451767 	
163.799987792969 	-0.0631000265129842 	163.799987792969 	0.0310062043559914 	
163.899993896484 	-0.0722000484493037 	163.899993896484 	0.0311052839032241 	
164 	-0.0699000297536259 	164 	0.0312043397640374 	
164.099990844727 	-0.0716000415814051 	164.099990844727 	0.0313033568300498 	
164.199996948242 	-0.0732000368152512 	164.199996948242 	0.0314023653216385 	
164.299987792969 	-0.0726000181202835 	164.299987792969 	0.0315013350256538 	
164.399993896484 	-0.0642999801675614 	164.399993896484 	0.0316002962002593 	
164.5 	-0.0568999950410216 	164.5 	0.0316992337613246 	
164.599990844727 	-0.0470000356690434 	164.599990844727 	0.0317981325854498 	
164.699996948242 	-0.041700003817823 	164.699996948242 	0.0318970228605211 	
164.799987792969 	-0.0508999475496239 	164.799987792969 	0.0319958744130594 	
164.899993896484 	-0.0500000003848982 	164.899993896484 	0.0320947174165234 	
165 	-0.0453999868404935 	165 	0.0321935367877761 	
165.099990844727 	-0.0461999628059857 	165.099990844727 	0.0322923174581029 	
165.199996948242 	-0.0528999610942265 	165.199996948242 	0.0323910895866285 	
165.299987792969 	-0.0546999593752844 	165.299987792969 	0.0324898230718819 	
165.399993896484 	-0.0551000196464884 	165.399993896484 	0.0325885480245229 	
165.5 	-0.0617000240345078 	165.5 	0.0326872493811635 	
165.599990844727 	-0.0618000091562863 	165.599990844727 	0.0327859120928163 	
