Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM_X 	Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM_Y 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM_X 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM_Y 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM_X 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM_Y 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM_X 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM_Y 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM_X 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM_Y 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM_X 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM_Y 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM_X 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM_Y 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM_X 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM_Y 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM_X 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM_Y 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM_X 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM_Y 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM_X 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM_Y 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM_X 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM_Y 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM_X 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM_Y 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM_X 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM_Y 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM_X 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM_Y 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM_X 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM_Y 	
35.3999977111816 	0.2421875 	35.2999992370605 	1.416015625 	35.2999992370605 	5.001953125 	35.2999992370605 	14.134765625 	35.2999992370605 	28.685546875 	35.2999992370605 	41.638671875 	35.2999992370605 	49.966796875 	35.2999992370605 	53.951171875 	35.3999977111816 	0.66015625 	35.2999954223633 	1.81054693460464 	35.2999954223633 	5.36132818460464 	35.2999992370605 	14.603515625 	35.3999977111816 	28.91015625 	35.2999992370605 	41.521484375 	35.3999977111816 	49.73828125 	35.2999992370605 	53.529296875 	
35.4999961853027 	0.24414074420929 	35.3999977111816 	1.4140625 	35.3999977111816 	5.01171875 	35.3999977111816 	14.1484375 	35.3999977111816 	28.69140625 	35.3999977111816 	41.64453125 	35.3999977111816 	49.9765625 	35.3999977111816 	53.94921875 	35.4999961853027 	0.66210949420929 	35.4000015258789 	1.80859369039536 	35.4000015258789 	5.36718744039536 	35.3999977111816 	14.6171875 	35.4999961853027 	28.9121094942093 	35.3999977111816 	41.53125 	35.4999961853027 	49.7363282442093 	35.3999977111816 	53.53515625 	
35.6000022888184 	0.240234375 	35.5000038146973 	1.419921875 	35.5000038146973 	5.013671875 	35.5000038146973 	14.142578125 	35.5000038146973 	28.689453125 	35.5000038146973 	41.642578125 	35.5000038146973 	49.974609375 	35.5000038146973 	53.951171875 	35.6000022888184 	0.662109375 	35.5 	1.80664068460464 	35.5 	5.36523443460464 	35.5000038146973 	14.607421875 	35.6000022888184 	28.900390625 	35.5000038146973 	41.529296875 	35.6000022888184 	49.732421875 	35.5000038146973 	53.533203125 	
35.7000007629395 	0.2421875 	35.6000022888184 	1.412109375 	35.6000022888184 	5.009765625 	35.6000022888184 	14.142578125 	35.6000022888184 	28.693359375 	35.6000022888184 	41.642578125 	35.6000022888184 	49.970703125 	35.6000022888184 	53.951171875 	35.7000007629395 	0.65234375 	35.5999984741211 	1.80273449420929 	35.5999984741211 	5.36523449420929 	35.6000022888184 	14.611328125 	35.7000007629395 	28.90234375 	35.6000022888184 	41.525390625 	35.7000007629395 	49.734375 	35.6000022888184 	53.537109375 	
35.7999992370605 	0.2421875 	35.7000007629395 	1.4140625 	35.7000007629395 	5.01171875 	35.7000007629395 	14.1484375 	35.7000007629395 	28.68359375 	35.7000007629395 	41.6484375 	35.7000007629395 	49.98046875 	35.7000007629395 	53.953125 	35.7999992370605 	0.66015625 	35.6999969482422 	1.80468744039536 	35.6999969482422 	5.36328119039536 	35.7000007629395 	14.625 	35.7999992370605 	28.91015625 	35.7000007629395 	41.52734375 	35.7999992370605 	49.7421875 	35.7000007629395 	53.54296875 	
35.8999977111816 	0.251953125 	35.7999992370605 	1.40625 	35.7999992370605 	5.015625 	35.7999992370605 	14.1484375 	35.7999992370605 	28.68359375 	35.7999992370605 	41.6484375 	35.7999992370605 	49.984375 	35.7999992370605 	53.95703125 	35.8999977111816 	0.669921875 	35.7999954223633 	1.8046875 	35.7999954223633 	5.37109375 	35.7999992370605 	14.625 	35.8999977111816 	28.919921875 	35.7999992370605 	41.52734375 	35.8999977111816 	49.748046875 	35.7999992370605 	53.54296875 	
35.9999961853027 	0.244140326976776 	35.8999977111816 	1.416015625 	35.8999977111816 	5.021484375 	35.8999977111816 	14.150390625 	35.8999977111816 	28.689453125 	35.8999977111816 	41.654296875 	35.8999977111816 	49.990234375 	35.8999977111816 	53.951171875 	35.9999961853027 	0.673827826976776 	35.9000015258789 	1.81445324420929 	35.9000015258789 	5.38085949420929 	35.8999977111816 	14.623046875 	35.9999961853027 	28.9121090769768 	35.8999977111816 	41.525390625 	35.9999961853027 	49.7519528269768 	35.8999977111816 	53.548828125 	
36.1000022888184 	0.23828125 	36.0000038146973 	1.423828125 	36.0000038146973 	5.025390625 	36.0000038146973 	14.158203125 	36.0000038146973 	28.705078125 	36.0000038146973 	41.658203125 	36.0000038146973 	49.994140625 	36.0000038146973 	53.958984375 	36.1000022888184 	0.66796875 	36 	1.81054675579071 	36 	5.38476550579071 	36.0000038146973 	14.630859375 	36.1000022888184 	28.90625 	36.0000038146973 	41.537109375 	36.1000022888184 	49.73828125 	36.0000038146973 	53.556640625 	
36.2000007629395 	0.236328125 	36.1000022888184 	1.41796875 	36.1000022888184 	5.0234375 	36.1000022888184 	14.15234375 	36.1000022888184 	28.69921875 	36.1000022888184 	41.64453125 	36.1000022888184 	49.98828125 	36.1000022888184 	53.95703125 	36.2000007629395 	0.666015625 	36.0999984741211 	1.80468773841858 	36.0999984741211 	5.37890648841858 	36.1000022888184 	14.62890625 	36.2000007629395 	28.904296875 	36.1000022888184 	41.5390625 	36.2000007629395 	49.736328125 	36.1000022888184 	53.54296875 	
36.2999992370605 	0.2421875 	36.2000007629395 	1.404296875 	36.2000007629395 	5.013671875 	36.2000007629395 	14.150390625 	36.2000007629395 	28.697265625 	36.2000007629395 	41.642578125 	36.2000007629395 	49.986328125 	36.2000007629395 	53.943359375 	36.2999992370605 	0.6796875 	36.1999969482422 	1.81054693460464 	36.1999969482422 	5.37695318460464 	36.2000007629395 	14.642578125 	36.2999992370605 	28.9140625 	36.2000007629395 	41.541015625 	36.2999992370605 	49.7421875 	36.2000007629395 	53.541015625 	
36.3999977111816 	0.234375 	36.2999992370605 	1.41796875 	36.2999992370605 	5.01953125 	36.2999992370605 	14.15625 	36.2999992370605 	28.703125 	36.2999992370605 	41.65234375 	36.2999992370605 	49.98828125 	36.2999992370605 	53.94921875 	36.3999977111816 	0.671875 	36.2999954223633 	1.81249976158142 	36.2999954223633 	5.38671851158142 	36.2999992370605 	14.65234375 	36.3999977111816 	28.91796875 	36.2999992370605 	41.546875 	36.3999977111816 	49.7578125 	36.2999992370605 	53.5546875 	
36.4999961853027 	0.23242199420929 	36.3999977111816 	1.42578125 	36.3999977111816 	5.02734375 	36.3999977111816 	14.1640625 	36.3999977111816 	28.6953125 	36.3999977111816 	41.6484375 	36.3999977111816 	49.9921875 	36.3999977111816 	53.94921875 	36.4999961853027 	0.67382824420929 	36.4000015258789 	1.81249994039536 	36.4000015258789 	5.40624994039536 	36.3999977111816 	14.65234375 	36.4999961853027 	28.9160157442093 	36.3999977111816 	41.5390625 	36.4999961853027 	49.7519532442093 	36.3999977111816 	53.55859375 	
36.6000022888184 	0.234375 	36.5000038146973 	1.419921875 	36.5000038146973 	5.029296875 	36.5000038146973 	14.166015625 	36.5000038146973 	28.689453125 	36.5000038146973 	41.646484375 	36.5000038146973 	49.990234375 	36.5000038146973 	53.951171875 	36.6000022888184 	0.67578125 	36.5 	1.81054693460464 	36.5 	5.40039068460464 	36.5000038146973 	14.650390625 	36.6000022888184 	28.9140625 	36.5000038146973 	41.541015625 	36.6000022888184 	49.75390625 	36.5000038146973 	53.556640625 	
36.7000007629395 	0.23828125 	36.6000022888184 	1.40625 	36.6000022888184 	5.02734375 	36.6000022888184 	14.1640625 	36.6000022888184 	28.6875 	36.6000022888184 	41.64453125 	36.6000022888184 	49.98828125 	36.6000022888184 	53.9375 	36.7000007629395 	0.66796875 	36.5999984741211 	1.81640630960464 	36.5999984741211 	5.39843755960464 	36.6000022888184 	14.65234375 	36.7000007629395 	28.9140625 	36.6000022888184 	41.54296875 	36.7000007629395 	49.7578125 	36.6000022888184 	53.5546875 	
36.7999992370605 	0.23828125 	36.7000007629395 	1.4140625 	36.7000007629395 	5.03515625 	36.7000007629395 	14.1640625 	36.7000007629395 	28.6875 	36.7000007629395 	41.64453125 	36.7000007629395 	49.98828125 	36.7000007629395 	53.94140625 	36.7999992370605 	0.66796875 	36.6999969482422 	1.8125 	36.6999969482422 	5.40625 	36.7000007629395 	14.65625 	36.7999992370605 	28.9140625 	36.7000007629395 	41.54296875 	36.7999992370605 	49.7578125 	36.7000007629395 	53.55859375 	
36.8999977111816 	0.234375 	36.7999992370605 	1.41796875 	36.7999992370605 	5.0390625 	36.7999992370605 	14.1640625 	36.7999992370605 	28.6875 	36.7999992370605 	41.64453125 	36.7999992370605 	49.9765625 	36.7999992370605 	53.9453125 	36.8999977111816 	0.68359375 	36.7999954223633 	1.80859375 	36.7999954223633 	5.41796875 	36.7999992370605 	14.65625 	36.8999977111816 	28.921875 	36.7999992370605 	41.55078125 	36.8999977111816 	49.765625 	36.7999992370605 	53.5703125 	
36.9999961853027 	0.238281548023224 	36.8999977111816 	1.41796875 	36.8999977111816 	5.0390625 	36.8999977111816 	14.17578125 	36.8999977111816 	28.69140625 	36.8999977111816 	41.65234375 	36.8999977111816 	49.9921875 	36.8999977111816 	53.95703125 	36.9999961853027 	0.683594048023224 	36.9000015258789 	1.81249988079071 	36.9000015258789 	5.41796863079071 	36.8999977111816 	14.671875 	36.9999961853027 	28.9179690480232 	36.8999977111816 	41.55078125 	36.9999961853027 	49.7617190480232 	36.8999977111816 	53.57421875 	
37.1000022888184 	0.232421875 	37.0000038146973 	1.4140625 	37.0000038146973 	5.03515625 	37.0000038146973 	14.17578125 	37.0000038146973 	28.671875 	37.0000038146973 	41.6484375 	37.0000038146973 	49.9921875 	37.0000038146973 	53.953125 	37.1000022888184 	0.669921875 	37 	1.81250011920929 	37 	5.41406261920929 	37.0000038146973 	14.671875 	37.1000022888184 	28.912109375 	37.0000038146973 	41.546875 	37.1000022888184 	49.755859375 	37.0000038146973 	53.5703125 	
37.2000007629395 	0.234375 	37.1000022888184 	1.400390625 	37.1000022888184 	5.033203125 	37.1000022888184 	14.169921875 	37.1000022888184 	28.666015625 	37.1000022888184 	41.642578125 	37.1000022888184 	49.986328125 	37.1000022888184 	53.947265625 	37.2000007629395 	0.671875 	37.0999984741211 	1.80664086341858 	37.0999984741211 	5.41210961341858 	37.1000022888184 	14.677734375 	37.2000007629395 	28.91015625 	37.1000022888184 	41.541015625 	37.2000007629395 	49.75390625 	37.1000022888184 	53.572265625 	
37.2999992370605 	0.234375 	37.2000007629395 	1.41015625 	37.2000007629395 	5.04296875 	37.2000007629395 	14.16796875 	37.2000007629395 	28.6640625 	37.2000007629395 	41.640625 	37.2000007629395 	49.984375 	37.2000007629395 	53.94921875 	37.2999992370605 	0.6640625 	37.1999969482422 	1.80859380960464 	37.1999969482422 	5.41406255960464 	37.2000007629395 	14.6640625 	37.2999992370605 	28.91015625 	37.2000007629395 	41.5390625 	37.2999992370605 	49.75390625 	37.2000007629395 	53.57421875 	
37.3999977111816 	0.2421875 	37.2999992370605 	1.4140625 	37.2999992370605 	5.046875 	37.2999992370605 	14.17578125 	37.2999992370605 	28.6640625 	37.2999992370605 	41.640625 	37.2999992370605 	49.984375 	37.2999992370605 	53.9609375 	37.3999977111816 	0.6640625 	37.2999954223633 	1.8046875 	37.2999954223633 	5.4140625 	37.2999992370605 	14.6640625 	37.3999977111816 	28.91015625 	37.2999992370605 	41.5390625 	37.3999977111816 	49.75390625 	37.2999992370605 	53.578125 	
37.4999961853027 	0.240233898162842 	37.3999977111816 	1.40234375 	37.3999977111816 	5.0390625 	37.3999977111816 	14.16796875 	37.3999977111816 	28.67578125 	37.3999977111816 	41.640625 	37.3999977111816 	49.9921875 	37.3999977111816 	53.953125 	37.4999961853027 	0.677733898162842 	37.4000015258789 	1.80468773841858 	37.4000015258789 	5.41406273841858 	37.3999977111816 	14.6640625 	37.4999961853027 	28.9160151481628 	37.3999977111816 	41.52734375 	37.4999961853027 	49.7597651481628 	37.3999977111816 	53.58203125 	
37.6000022888184 	0.24609375 	37.5000038146973 	1.400390625 	37.5000038146973 	5.048828125 	37.5000038146973 	14.177734375 	37.5000038146973 	28.673828125 	37.5000038146973 	41.646484375 	37.5000038146973 	49.990234375 	37.5000038146973 	53.958984375 	37.6000022888184 	0.6875 	37.5 	1.81054663658142 	37.5 	5.41992163658142 	37.5000038146973 	14.669921875 	37.6000022888184 	28.921875 	37.5000038146973 	41.533203125 	37.6000022888184 	49.765625 	37.5000038146973 	53.595703125 	
37.7000007629395 	0.244140625 	37.6000022888184 	1.41015625 	37.6000022888184 	5.0546875 	37.6000022888184 	14.1875 	37.6000022888184 	28.671875 	37.6000022888184 	41.64453125 	37.6000022888184 	50 	37.6000022888184 	53.97265625 	37.7000007629395 	0.681640625 	37.5999984741211 	1.81640601158142 	37.5999984741211 	5.42578101158142 	37.6000022888184 	14.67578125 	37.7000007629395 	28.916015625 	37.6000022888184 	41.5390625 	37.7000007629395 	49.767578125 	37.6000022888184 	53.59375 	
37.7999992370605 	0.251953125 	37.7000007629395 	1.408203125 	37.7000007629395 	5.056640625 	37.7000007629395 	14.181640625 	37.7000007629395 	28.681640625 	37.7000007629395 	41.638671875 	37.7000007629395 	49.998046875 	37.7000007629395 	53.974609375 	37.7999992370605 	0.685546875 	37.6999969482422 	1.81054711341858 	37.6999969482422 	5.41601586341858 	37.7000007629395 	14.689453125 	37.7999992370605 	28.919921875 	37.7000007629395 	41.529296875 	37.7999992370605 	49.767578125 	37.7000007629395 	53.603515625 	
37.8999977111816 	0.25390625 	37.7999992370605 	1.408203125 	37.7999992370605 	5.064453125 	37.7999992370605 	14.193359375 	37.7999992370605 	28.677734375 	37.7999992370605 	41.646484375 	37.7999992370605 	50.001953125 	37.7999992370605 	53.974609375 	37.8999977111816 	0.67578125 	37.7999954223633 	1.81054675579071 	37.7999954223633 	5.42382800579071 	37.7999992370605 	14.697265625 	37.8999977111816 	28.91796875 	37.7999992370605 	41.537109375 	37.8999977111816 	49.765625 	37.7999992370605 	53.599609375 	
37.9999961853027 	0.238281548023224 	37.8999977111816 	1.40234375 	37.8999977111816 	5.0546875 	37.8999977111816 	14.1953125 	37.8999977111816 	28.671875 	37.8999977111816 	41.6484375 	37.8999977111816 	49.9921875 	37.8999977111816 	53.98046875 	37.9999961853027 	0.675781548023224 	37.9000015258789 	1.81249988079071 	37.9000015258789 	5.42187488079071 	37.8999977111816 	14.6953125 	37.9999961853027 	28.9140627980232 	37.8999977111816 	41.53515625 	37.9999961853027 	49.7656252980232 	37.8999977111816 	53.60546875 	
38.1000022888184 	0.2421875 	38.0000038146973 	1.40234375 	38.0000038146973 	5.0546875 	38.0000038146973 	14.19140625 	38.0000038146973 	28.66796875 	38.0000038146973 	41.64453125 	38.0000038146973 	49.99609375 	38.0000038146973 	53.97265625 	38.1000022888184 	0.671875 	38 	1.80859386920929 	38 	5.42187511920929 	38.0000038146973 	14.69140625 	38.1000022888184 	28.91796875 	38.0000038146973 	41.5390625 	38.1000022888184 	49.765625 	38.0000038146973 	53.60546875 	
38.2000007629395 	0.248046875 	38.1000022888184 	1.40234375 	38.1000022888184 	5.05078125 	38.1000022888184 	14.1875 	38.1000022888184 	28.6640625 	38.1000022888184 	41.640625 	38.1000022888184 	49.99609375 	38.1000022888184 	53.97265625 	38.2000007629395 	0.669921875 	38.0999984741211 	1.80859386920929 	38.0999984741211 	5.42187511920929 	38.1000022888184 	14.69140625 	38.2000007629395 	28.919921875 	38.1000022888184 	41.5390625 	38.2000007629395 	49.763671875 	38.1000022888184 	53.6015625 	
38.2999992370605 	0.248046875 	38.2000007629395 	1.396484375 	38.2000007629395 	5.052734375 	38.2000007629395 	14.185546875 	38.2000007629395 	28.662109375 	38.2000007629395 	41.638671875 	38.2000007629395 	49.998046875 	38.2000007629395 	53.978515625 	38.2999992370605 	0.669921875 	38.1999969482422 	1.81054693460464 	38.1999969482422 	5.41992193460464 	38.2000007629395 	14.693359375 	38.2999992370605 	28.916015625 	38.2000007629395 	41.537109375 	38.2999992370605 	49.759765625 	38.2000007629395 	53.599609375 	
38.3999977111816 	0.23828125 	38.2999992370605 	1.396484375 	38.2999992370605 	5.048828125 	38.2999992370605 	14.181640625 	38.2999992370605 	28.658203125 	38.2999992370605 	41.623046875 	38.2999992370605 	49.998046875 	38.2999992370605 	53.978515625 	38.3999977111816 	0.66796875 	38.2999954223633 	1.80664074420929 	38.2999954223633 	5.42382824420929 	38.2999992370605 	14.689453125 	38.3999977111816 	28.9140625 	38.2999992370605 	41.521484375 	38.3999977111816 	49.74609375 	38.2999992370605 	53.587890625 	
38.4999961853027 	0.24609375 	38.3999977111816 	1.40234375 	38.3999977111816 	5.046875 	38.3999977111816 	14.1796875 	38.3999977111816 	28.6640625 	38.3999977111816 	41.62109375 	38.3999977111816 	49.984375 	38.3999977111816 	53.96875 	38.4999961853027 	0.66796875 	38.4000015258789 	1.796875 	38.4000015258789 	5.42578125 	38.3999977111816 	14.6875 	38.4999961853027 	28.9140625 	38.3999977111816 	41.5234375 	38.4999961853027 	49.7578125 	38.3999977111816 	53.58984375 	
38.6000022888184 	0.248046875 	38.5000038146973 	1.40234375 	38.5000038146973 	5.0546875 	38.5000038146973 	14.171875 	38.5000038146973 	28.66796875 	38.5000038146973 	41.62890625 	38.5000038146973 	49.984375 	38.5000038146973 	53.96875 	38.6000022888184 	0.666015625 	38.5 	1.8046875 	38.5 	5.41796875 	38.5000038146973 	14.6875 	38.6000022888184 	28.912109375 	38.5000038146973 	41.51953125 	38.6000022888184 	49.755859375 	38.5000038146973 	53.59375 	
38.7000007629395 	0.236328125 	38.6000022888184 	1.404296875 	38.6000022888184 	5.044921875 	38.6000022888184 	14.173828125 	38.6000022888184 	28.666015625 	38.6000022888184 	41.623046875 	38.6000022888184 	49.974609375 	38.6000022888184 	53.955078125 	38.7000007629395 	0.666015625 	38.5999984741211 	1.80273443460464 	38.5999984741211 	5.41992193460464 	38.6000022888184 	14.685546875 	38.7000007629395 	28.912109375 	38.6000022888184 	41.525390625 	38.7000007629395 	49.763671875 	38.6000022888184 	53.587890625 	
38.7999992370605 	0.240234375 	38.7000007629395 	1.392578125 	38.7000007629395 	5.048828125 	38.7000007629395 	14.177734375 	38.7000007629395 	28.666015625 	38.7000007629395 	41.630859375 	38.7000007629395 	49.982421875 	38.7000007629395 	53.958984375 	38.7999992370605 	0.666015625 	38.6999969482422 	1.806640625 	38.6999969482422 	5.431640625 	38.7000007629395 	14.685546875 	38.7999992370605 	28.916015625 	38.7000007629395 	41.529296875 	38.7999992370605 	49.767578125 	38.7000007629395 	53.591796875 	
38.8999977111816 	0.244140625 	38.7999992370605 	1.400390625 	38.7999992370605 	5.052734375 	38.7999992370605 	14.177734375 	38.7999992370605 	28.666015625 	38.7999992370605 	41.623046875 	38.7999992370605 	49.986328125 	38.7999992370605 	53.962890625 	38.8999977111816 	0.673828125 	38.7999954223633 	1.806640625 	38.7999954223633 	5.435546875 	38.7999992370605 	14.693359375 	38.8999977111816 	28.912109375 	38.7999992370605 	41.529296875 	38.8999977111816 	49.767578125 	38.7999992370605 	53.599609375 	
38.9999961853027 	0.244140625 	38.8999977111816 	1.404296875 	38.8999977111816 	5.052734375 	38.8999977111816 	14.185546875 	38.8999977111816 	28.666015625 	38.8999977111816 	41.626953125 	38.8999977111816 	49.990234375 	38.8999977111816 	53.970703125 	38.9999961853027 	0.666015625 	38.9000015258789 	1.806640625 	38.9000015258789 	5.435546875 	38.8999977111816 	14.697265625 	38.9999961853027 	28.919921875 	38.8999977111816 	41.517578125 	38.9999961853027 	49.767578125 	38.8999977111816 	53.607421875 	
39.1000022888184 	0.251953125 	39.0000038146973 	1.408203125 	39.0000038146973 	5.052734375 	39.0000038146973 	14.189453125 	39.0000038146973 	28.666015625 	39.0000038146973 	41.630859375 	39.0000038146973 	49.994140625 	39.0000038146973 	53.962890625 	39.1000022888184 	0.669921875 	39 	1.806640625 	39 	5.427734375 	39.0000038146973 	14.701171875 	39.1000022888184 	28.923828125 	39.0000038146973 	41.525390625 	39.1000022888184 	49.771484375 	39.0000038146973 	53.599609375 	
39.2000007629395 	0.244140625 	39.1000022888184 	1.404296875 	39.1000022888184 	5.056640625 	39.1000022888184 	14.189453125 	39.1000022888184 	28.666015625 	39.1000022888184 	41.638671875 	39.1000022888184 	49.994140625 	39.1000022888184 	53.962890625 	39.2000007629395 	0.669921875 	39.0999984741211 	1.810546875 	39.0999984741211 	5.431640625 	39.1000022888184 	14.705078125 	39.2000007629395 	28.919921875 	39.1000022888184 	41.529296875 	39.2000007629395 	49.771484375 	39.1000022888184 	53.599609375 	
39.2999992370605 	0.244140625 	39.2000007629395 	1.416015625 	39.2000007629395 	5.056640625 	39.2000007629395 	14.185546875 	39.2000007629395 	28.662109375 	39.2000007629395 	41.638671875 	39.2000007629395 	49.990234375 	39.2000007629395 	53.962890625 	39.2999992370605 	0.669921875 	39.1999969482422 	1.81054699420929 	39.1999969482422 	5.42773449420929 	39.2000007629395 	14.701171875 	39.2999992370605 	28.908203125 	39.2000007629395 	41.521484375 	39.2999992370605 	49.771484375 	39.2000007629395 	53.595703125 	
39.3999977111816 	0.236328125 	39.2999992370605 	1.412109375 	39.2999992370605 	5.060546875 	39.2999992370605 	14.185546875 	39.2999992370605 	28.662109375 	39.2999992370605 	41.638671875 	39.2999992370605 	49.986328125 	39.2999992370605 	53.974609375 	39.3999977111816 	0.673828125 	39.2999954223633 	1.798828125 	39.2999954223633 	5.435546875 	39.2999992370605 	14.701171875 	39.3999977111816 	28.916015625 	39.2999992370605 	41.525390625 	39.3999977111816 	49.775390625 	39.2999992370605 	53.595703125 	
39.4999961853027 	0.240234375 	39.3999977111816 	1.416015625 	39.3999977111816 	5.060546875 	39.3999977111816 	14.193359375 	39.3999977111816 	28.666015625 	39.3999977111816 	41.642578125 	39.3999977111816 	49.994140625 	39.3999977111816 	53.974609375 	39.4999961853027 	0.673828125 	39.4000015258789 	1.810546875 	39.4000015258789 	5.443359375 	39.3999977111816 	14.693359375 	39.4999961853027 	28.919921875 	39.3999977111816 	41.529296875 	39.4999961853027 	49.775390625 	39.3999977111816 	53.599609375 	
39.6000022888184 	0.244140625 	39.5000038146973 	1.408203125 	39.5000038146973 	5.064453125 	39.5000038146973 	14.205078125 	39.5000038146973 	28.666015625 	39.5000038146973 	41.630859375 	39.5000038146973 	50.005859375 	39.5000038146973 	53.982421875 	39.6000022888184 	0.681640625 	39.5 	1.814453125 	39.5 	5.443359375 	39.5000038146973 	14.693359375 	39.6000022888184 	28.919921875 	39.5000038146973 	41.525390625 	39.6000022888184 	49.771484375 	39.5000038146973 	53.603515625 	
39.7000007629395 	0.236328125 	39.6000022888184 	1.412109375 	39.6000022888184 	5.064453125 	39.6000022888184 	14.208984375 	39.6000022888184 	28.666015625 	39.6000022888184 	41.634765625 	39.6000022888184 	50.005859375 	39.6000022888184 	53.986328125 	39.7000007629395 	0.681640625 	39.5999984741211 	1.814453125 	39.5999984741211 	5.451171875 	39.6000022888184 	14.701171875 	39.7000007629395 	28.923828125 	39.6000022888184 	41.529296875 	39.7000007629395 	49.771484375 	39.6000022888184 	53.607421875 	
39.7999992370605 	0.2421875 	39.7000007629395 	1.404296875 	39.7000007629395 	5.064453125 	39.7000007629395 	14.205078125 	39.7000007629395 	28.666015625 	39.7000007629395 	41.634765625 	39.7000007629395 	50.001953125 	39.7000007629395 	53.974609375 	39.7999992370605 	0.6875 	39.6999969482422 	1.81054699420929 	39.6999969482422 	5.45117199420929 	39.7000007629395 	14.712890625 	39.7999992370605 	28.9296875 	39.7000007629395 	41.529296875 	39.7999992370605 	49.7734375 	39.7000007629395 	53.607421875 	
39.8999977111816 	0.2421875 	39.7999992370605 	1.41015625 	39.7999992370605 	5.0625 	39.7999992370605 	14.203125 	39.7999992370605 	28.671875 	39.7999992370605 	41.64453125 	39.7999992370605 	50.01171875 	39.7999992370605 	53.98046875 	39.8999977111816 	0.69140625 	39.7999954223633 	1.81640619039536 	39.7999954223633 	5.45312494039536 	39.7999992370605 	14.703125 	39.8999977111816 	28.9296875 	39.7999992370605 	41.53515625 	39.8999977111816 	49.77734375 	39.7999992370605 	53.59765625 	
39.9999961853027 	0.24804675579071 	39.8999977111816 	1.40625 	39.8999977111816 	5.0625 	39.8999977111816 	14.20703125 	39.8999977111816 	28.671875 	39.8999977111816 	41.6484375 	39.8999977111816 	50.015625 	39.8999977111816 	53.98828125 	39.9999961853027 	0.68554675579071 	39.9000015258789 	1.82031255960464 	39.9000015258789 	5.45703130960464 	39.8999977111816 	14.703125 	39.9999961853027 	28.9316405057907 	39.8999977111816 	41.54296875 	39.9999961853027 	49.7832030057907 	39.8999977111816 	53.59765625 	
40.1000022888184 	0.240234375 	40.0000038146973 	1.419921875 	40.0000038146973 	5.072265625 	40.0000038146973 	14.212890625 	40.0000038146973 	28.681640625 	40.0000038146973 	41.650390625 	40.0000038146973 	50.021484375 	40.0000038146973 	53.986328125 	40.1000022888184 	0.681640625 	40 	1.81445306539536 	40 	5.46289056539536 	40.0000038146973 	14.705078125 	40.1000022888184 	28.935546875 	40.0000038146973 	41.541015625 	40.1000022888184 	49.779296875 	40.0000038146973 	53.607421875 	
40.2000007629395 	0.251953125 	40.1000022888184 	1.419921875 	40.1000022888184 	5.060546875 	40.1000022888184 	14.212890625 	40.1000022888184 	28.681640625 	40.1000022888184 	41.646484375 	40.1000022888184 	50.021484375 	40.1000022888184 	53.986328125 	40.2000007629395 	0.693359375 	40.0999984741211 	1.81835949420929 	40.0999984741211 	5.45898449420929 	40.1000022888184 	14.701171875 	40.2000007629395 	28.931640625 	40.1000022888184 	41.541015625 	40.2000007629395 	49.791015625 	40.1000022888184 	53.603515625 	
