Run 1; Fc 2-1; Cy 6; WT-V5-APEX2; Conc 0.1524158 nM; Excluded_X 	Run 1; Fc 2-1; Cy 6; WT-V5-APEX2; Conc 0.1524158 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 7; WT-V5-APEX2; Conc 0.4572474 nM_X 	Run 1; Fc 2-1; Cy 7; WT-V5-APEX2; Conc 0.4572474 nM_Y 	Run 1; Fc 2-1; Cy 8; WT-V5-APEX2; Conc 1.371742 nM_X 	Run 1; Fc 2-1; Cy 8; WT-V5-APEX2; Conc 1.371742 nM_Y 	Run 1; Fc 2-1; Cy 9; WT-V5-APEX2; Conc 4.115226 nM_X 	Run 1; Fc 2-1; Cy 9; WT-V5-APEX2; Conc 4.115226 nM_Y 	Run 1; Fc 2-1; Cy 10; WT-V5-APEX2; Conc 12.34568 nM_X 	Run 1; Fc 2-1; Cy 10; WT-V5-APEX2; Conc 12.34568 nM_Y 	Run 1; Fc 2-1; Cy 11; WT-V5-APEX2; Conc 37.03704 nM_X 	Run 1; Fc 2-1; Cy 11; WT-V5-APEX2; Conc 37.03704 nM_Y 	Run 1; Fc 2-1; Cy 12; WT-V5-APEX2; Conc 111.1111 nM_X 	Run 1; Fc 2-1; Cy 12; WT-V5-APEX2; Conc 111.1111 nM_Y 	Run 1; Fc 2-1; Cy 13; WT-V5-APEX2; Conc 333.3333 nM_X 	Run 1; Fc 2-1; Cy 13; WT-V5-APEX2; Conc 333.3333 nM_Y 	Run 1; Fc 2-1; Cy 14; WT-V5-APEX2; Conc 1000 nM; Excluded_X 	Run 1; Fc 2-1; Cy 14; WT-V5-APEX2; Conc 1000 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 36; WT-V5-APEX2; Conc 0.1524158 nM_X 	Run 1; Fc 2-1; Cy 36; WT-V5-APEX2; Conc 0.1524158 nM_Y 	Run 1; Fc 2-1; Cy 37; WT-V5-APEX2; Conc 0.4572474 nM; Excluded_X 	Run 1; Fc 2-1; Cy 37; WT-V5-APEX2; Conc 0.4572474 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 38; WT-V5-APEX2; Conc 1.371742 nM; Excluded_X 	Run 1; Fc 2-1; Cy 38; WT-V5-APEX2; Conc 1.371742 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 39; WT-V5-APEX2; Conc 4.115226 nM; Excluded_X 	Run 1; Fc 2-1; Cy 39; WT-V5-APEX2; Conc 4.115226 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 40; WT-V5-APEX2; Conc 12.34568 nM; Excluded_X 	Run 1; Fc 2-1; Cy 40; WT-V5-APEX2; Conc 12.34568 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 41; WT-V5-APEX2; Conc 37.03704 nM; Excluded_X 	Run 1; Fc 2-1; Cy 41; WT-V5-APEX2; Conc 37.03704 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 42; WT-V5-APEX2; Conc 111.1111 nM; Excluded_X 	Run 1; Fc 2-1; Cy 42; WT-V5-APEX2; Conc 111.1111 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 43; WT-V5-APEX2; Conc 333.3333 nM; Excluded_X 	Run 1; Fc 2-1; Cy 43; WT-V5-APEX2; Conc 333.3333 nM; Excluded_Y 	Run 1; Fc 2-1; Cy 44; WT-V5-APEX2; Conc 1000 nM; Excluded_X 	Run 1; Fc 2-1; Cy 44; WT-V5-APEX2; Conc 1000 nM; Excluded_Y 	
-22 	-0.713049944686645 	-22 	-0.579949944683904 	-22 	-0.483449944684253 	-22 	-0.403149944682809 	-22 	-0.324249944686017 	-22 	-0.245149944687 	-22 	-0.171049944685365 	-22 	-0.115749944689014 	-22 	-0.0700499446829781 	-22 	0.672650055312261 	-22 	0.571850055315736 	-22 	0.615050055315805 	-22 	0.617150055313687 	-22 	0.648850055313233 	-22 	0.726550055311236 	-22 	0.796550055314583 	-22 	0.829150055309583 	-22 	0.813850055310468 	
-21.8999938964844 	-0.707747968292097 	-21.8999938964844 	-0.575947968292894 	-21.8999938964844 	-0.482847968291026 	-21.9000244140625 	-0.400150114055577 	-21.8999938964844 	-0.322247968291776 	-21.8999938964844 	-0.243947968294378 	-21.8999938964844 	-0.170747968291835 	-21.8999938964844 	-0.11564796829407 	-21.8999938964844 	-0.0684479682895471 	-21.8999938964844 	0.668852031707502 	-21.8999938964844 	0.569552031709463 	-21.8999938964844 	0.612252031707612 	-21.9000244140625 	0.614449885939393 	-21.9000244140625 	0.646449885942275 	-21.8999938964844 	0.722152031707083 	-21.8999938964844 	0.791452031709923 	-21.8999938964844 	0.82475203170543 	-21.8999938964844 	0.808752031705808 	
-21.7999877929688 	-0.70434801540614 	-21.7999877929688 	-0.573148015402694 	-21.7999877929688 	-0.481748015401536 	-21.8000183105469 	-0.398350161165581 	-21.7999877929688 	-0.321048015404813 	-21.8000183105469 	-0.243450161171495 	-21.7999877929688 	-0.170248015401739 	-21.7999877929688 	-0.114448015407106 	-21.7999877929688 	-0.0691480154018791 	-21.7999877929688 	0.664051984596881 	-21.7999877929688 	0.566451984599553 	-21.7999877929688 	0.608851984598004 	-21.8000183105469 	0.611349838829483 	-21.8000183105469 	0.643449838829838 	-21.8000183105469 	0.716849838830967 	-21.7999877929688 	0.784951984598592 	-21.8000183105469 	0.818149838825775 	-21.7999877929688 	0.80365198459549 	
-21.6999816894531 	-0.698847910116456 	-21.7000122070313 	-0.570550175092649 	-21.6999816894531 	-0.479147910118627 	-21.7000122070313 	-0.39815017508954 	-21.6999816894531 	-0.319647910117055 	-21.7000122070313 	-0.241950175095553 	-21.7000122070313 	-0.16875017509301 	-21.7000122070313 	-0.113650175095245 	-21.6999816894531 	-0.0681479101149307 	-21.6999816894531 	0.658652089881798 	-21.6999816894531 	0.562852089886292 	-21.6999816894531 	0.605152089879994 	-21.7000122070313 	0.606849824904202 	-21.7000122070313 	0.638649824908498 	-21.7000122070313 	0.712549824904272 	-21.6999816894531 	0.779652089884621 	-21.7000122070313 	0.812949824903626 	-21.6999816894531 	0.79875208987869 	
-21.5999755859375 	-0.693897806359018 	-21.6000061035156 	-0.567399952124106 	-21.5999755859375 	-0.477397806356748 	-21.6000061035156 	-0.394999952124635 	-21.5999755859375 	-0.316897806358611 	-21.6000061035156 	-0.239599952124991 	-21.6000061035156 	-0.167599952124874 	-21.6000061035156 	-0.113099952126504 	-21.6000061035156 	-0.0680999521209742 	-21.6000061035156 	0.653100047875341 	-21.6000061035156 	0.558800047874684 	-21.6000061035156 	0.602000047874753 	-21.6000061035156 	0.605600047874759 	-21.6000061035156 	0.636400047878851 	-21.6000061035156 	0.707600047877349 	-21.6000061035156 	0.774500047875335 	-21.6000061035156 	0.80610004787377 	-21.5999755859375 	0.792302193640353 	
-21.5 	-0.688749984172318 	-21.5 	-0.563649984167569 	-21.5 	-0.476249984167225 	-21.5 	-0.391949984164967 	-21.5 	-0.315149984169693 	-21.5 	-0.237449984168052 	-21.5 	-0.16604998416733 	-21.5 	-0.112049984170881 	-21.5 	-0.0670499841689889 	-21.5 	0.649250015831058 	-21.5 	0.556450015836162 	-21.5 	0.598550015831279 	-21.5 	0.602950015829265 	-21.5 	0.632050015832647 	-21.5 	0.702450015829527 	-21.5 	0.768550015833171 	-21.5 	0.801350015830394 	-21.5 	0.78645001582845 	
-21.3999938964844 	-0.68259793987454 	-21.3999938964844 	-0.55959793987131 	-21.3999938964844 	-0.473097939870058 	-21.4000244140625 	-0.389400324056624 	-21.3999938964844 	-0.312497939874447 	-21.3999938964844 	-0.23659793987099 	-21.3999938964844 	-0.165097939869156 	-21.3999938964844 	-0.111097939872707 	-21.3999938964844 	-0.0653979398703086 	-21.3999938964844 	0.645602060129022 	-21.3999938964844 	0.553602060128469 	-21.3999938964844 	0.595102060127829 	-21.4000244140625 	0.600599675941339 	-21.4000244140625 	0.627999675944011 	-21.3999938964844 	0.698502060127794 	-21.3999938964844 	0.763202060130425 	-21.3999938964844 	0.795602060126839 	-21.3999938964844 	0.782702060128941 	
-21.2999877929688 	-0.676547922135796 	-21.2999877929688 	-0.556347922130954 	-21.2999877929688 	-0.469247922130307 	-21.3000183105469 	-0.388650187105668 	-21.2999877929688 	-0.310247922134295 	-21.3000183105469 	-0.236250187110272 	-21.2999877929688 	-0.163747922135371 	-21.2999877929688 	-0.110847922132962 	-21.2999877929688 	-0.0644479221300571 	-21.2999877929688 	0.642652077865932 	-21.2999877929688 	0.550252077868208 	-21.2999877929688 	0.592852077865246 	-21.3000183105469 	0.599449812889361 	-21.3000183105469 	0.624049812890007 	-21.3000183105469 	0.694649812889111 	-21.2999877929688 	0.759252077870769 	-21.3000183105469 	0.791249812889873 	-21.2999877929688 	0.778252077863726 	
-21.1999816894531 	-0.670648177529074 	-21.2000122070313 	-0.55165032329387 	-21.1999816894531 	-0.465548177526216 	-21.2000122070313 	-0.385050323289761 	-21.1999816894531 	-0.307448177529295 	-21.2000122070313 	-0.234250323297601 	-21.2000122070313 	-0.16195032329415 	-21.2000122070313 	-0.109050323299016 	-21.1999816894531 	-0.0645481775281951 	-21.1999816894531 	0.639151822470012 	-21.1999816894531 	0.547751822472492 	-21.1999816894531 	0.59005182247347 	-21.2000122070313 	0.597349676703743 	-21.2000122070313 	0.620549676703376 	-21.2000122070313 	0.690649676704197 	-21.1999816894531 	0.754251822472725 	-21.2000122070313 	0.787949676701828 	-21.1999816894531 	0.772751822471037 	
-21.0999755859375 	-0.664947817233042 	-21.1000061035156 	-0.548949962994811 	-21.0999755859375 	-0.461947817228065 	-21.1000061035156 	-0.382549962992925 	-21.0999755859375 	-0.305247817228519 	-21.1000061035156 	-0.232349962996523 	-21.1000061035156 	-0.161649962996307 	-21.1000061035156 	-0.107749962997332 	-21.1000061035156 	-0.0637499629956437 	-21.1000061035156 	0.634250037001038 	-21.1000061035156 	0.544850037003926 	-21.1000061035156 	0.586350037003285 	-21.1000061035156 	0.595250037004007 	-21.1000061035156 	0.615250037004444 	-21.1000061035156 	0.687750037002843 	-21.1000061035156 	0.749050037004054 	-21.1000061035156 	0.782650036999257 	-21.0999755859375 	0.766952182766545 	
-21 	-0.659849960327847 	-21 	-0.545649960324226 	-21 	-0.459249960324087 	-21 	-0.37964996032315 	-21 	-0.304149960327777 	-21 	-0.230949960325233 	-21 	-0.161349960326334 	-21 	-0.105649960329174 	-21 	-0.0635499603231438 	-21 	0.630050039671914 	-21 	0.541550039673893 	-21 	0.582050039673049 	-21 	0.591450039672054 	-21 	0.611150039676431 	-21 	0.684250039674225 	-21 	0.743750039673614 	-21 	0.77745003966993 	-21 	0.762850039671321 	
-20.8999938964844 	-0.654447983932187 	-20.8999938964844 	-0.541347983929882 	-20.8999938964844 	-0.454947983929742 	-20.9000244140625 	-0.374750368115201 	-20.8999938964844 	-0.301247983930807 	-20.8999938964844 	-0.230447983933118 	-20.8999938964844 	-0.161547983931086 	-20.8999938964844 	-0.104147983933217 	-20.8999938964844 	-0.0635479839293112 	-20.8999938964844 	0.626052016064932 	-20.8999938964844 	0.53915201606651 	-20.8999938964844 	0.580052016070113 	-20.9000244140625 	0.588649631881708 	-20.9000244140625 	0.607449631883355 	-20.8999938964844 	0.681352016068558 	-20.8999938964844 	0.738852016071178 	-20.8999938964844 	0.771652016068401 	-20.8999938964844 	0.759552016064845 	
-20.7999877929688 	-0.649348017504963 	-20.7999877929688 	-0.537448017501447 	-20.7999877929688 	-0.450948017500195 	-20.8000183105469 	-0.372250282474852 	-20.7999877929688 	-0.299048017503083 	-20.8000183105469 	-0.227050282479468 	-20.7999877929688 	-0.160848017501849 	-20.7999877929688 	-0.102548017504887 	-20.7999877929688 	-0.0624480175029021 	-20.7999877929688 	0.62225198249871 	-20.7999877929688 	0.535151982501702 	-20.7999877929688 	0.577651982497628 	-20.8000183105469 	0.58664971752296 	-20.8000183105469 	0.603849717525009 	-20.8000183105469 	0.677749717524421 	-20.7999877929688 	0.734651982500509 	-20.8000183105469 	0.767649717519816 	-20.7999877929688 	0.753951982496801 	
-20.6999816894531 	-0.644897983172996 	-20.7000122070313 	-0.534800367353455 	-20.6999816894531 	-0.446797983167926 	-20.7000122070313 	-0.370600367350562 	-20.6999816894531 	-0.296997983168694 	-20.7000122070313 	-0.222700367354264 	-20.7000122070313 	-0.158300367354968 	-20.7000122070313 	-0.100800367355987 	-20.6999816894531 	-0.0609979831679084 	-20.6999816894531 	0.617802016829955 	-20.6999816894531 	0.532202016831434 	-20.6999816894531 	0.574602016829886 	-20.7000122070313 	0.582899632645422 	-20.7000122070313 	0.599899632645247 	-20.7000122070313 	0.674999632647086 	-20.6999816894531 	0.730202016831754 	-20.7000122070313 	0.762699632639851 	-20.6999816894531 	0.750202016828553 	
-20.5999755859375 	-0.639497847751045 	-20.6000061035156 	-0.531299993515859 	-20.5999755859375 	-0.442697847745876 	-20.6000061035156 	-0.366599993514683 	-20.5999755859375 	-0.29399784774796 	-20.6000061035156 	-0.21919999351303 	-20.6000061035156 	-0.156399993513332 	-20.6000061035156 	-0.09849999351718 	-20.6000061035156 	-0.0593999935117608 	-20.6000061035156 	0.614700006484782 	-20.6000061035156 	0.529500006487069 	-20.6000061035156 	0.571200006485014 	-20.6000061035156 	0.579200006486644 	-20.6000061035156 	0.596300006487581 	-20.6000061035156 	0.670600006487803 	-20.6000061035156 	0.724700006485364 	-20.6000061035156 	0.757800006482285 	-20.5999755859375 	0.744802152250486 	
-20.5 	-0.634600007437257 	-20.5 	-0.52770000743476 	-20.5 	-0.439800007436133 	-20.5 	-0.364400007434597 	-20.5 	-0.291800007438724 	-20.5 	-0.218400007437594 	-20.5 	-0.156500007436989 	-20.5 	-0.0987000074419484 	-20.5 	-0.0593000074368319 	-20.5 	0.610499992562836 	-20.5 	0.524299992561282 	-20.5 	0.567799992561049 	-20.5 	0.574999992561061 	-20.5 	0.590899992563209 	-20.5 	0.665399992562016 	-20.5 	0.717899992563616 	-20.5 	0.75239999256155 	-20.5 	0.739199992560316 	
-20.3999938964844 	-0.629447996328963 	-20.3999938964844 	-0.522847996329801 	-20.3999938964844 	-0.436447996329662 	-20.4000244140625 	-0.361450142092508 	-20.3999938964844 	-0.288947996330535 	-20.3999938964844 	-0.215047996331123 	-20.3999938964844 	-0.155947996328905 	-20.3999938964844 	-0.0985479963310354 	-20.3999938964844 	-0.0581479963257152 	-20.3999938964844 	0.606452003667073 	-20.3999938964844 	0.520652003669966 	-20.3999938964844 	0.565052003672463 	-20.4000244140625 	0.57164985790223 	-20.4000244140625 	0.585749857902556 	-20.3999938964844 	0.661152003671305 	-20.3999938964844 	0.712152003670781 	-20.3999938964844 	0.746552003667603 	-20.3999938964844 	0.732852003668086 	
-20.2999877929688 	-0.62534794082967 	-20.2999877929688 	-0.519347940826265 	-20.2999877929688 	-0.434247940826026 	-20.3000183105469 	-0.35835008658978 	-20.2999877929688 	-0.286047940826393 	-20.3000183105469 	-0.213550086591567 	-20.2999877929688 	-0.156147940826486 	-20.2999877929688 	-0.0985479408300307 	-20.2999877929688 	-0.0584479408244079 	-20.2999877929688 	0.601952059176256 	-20.2999877929688 	0.517252059173188 	-20.2999877929688 	0.560252059174672 	-20.3000183105469 	0.567849913404643 	-20.3000183105469 	0.581349913409213 	-20.3000183105469 	0.656549913408526 	-20.2999877929688 	0.705652059175918 	-20.3000183105469 	0.740449913406337 	-20.2999877929688 	0.727452059170901 	
-20.1999816894531 	-0.620997969817836 	-20.2000122070313 	-0.516299996375892 	-20.1999816894531 	-0.431797969817126 	-20.2000122070313 	-0.356499996374623 	-20.1999816894531 	-0.285297969818203 	-20.2000122070313 	-0.212499996378028 	-20.2000122070313 	-0.156199996377836 	-20.2000122070313 	-0.0986999963752169 	-20.1999816894531 	-0.059297969815816 	-20.1999816894531 	0.597602030182316 	-20.1999816894531 	0.514002030184201 	-20.1999816894531 	0.556802030183462 	-20.2000122070313 	0.564200003624137 	-20.2000122070313 	0.575800003625773 	-20.2000122070313 	0.650800003622862 	-20.1999816894531 	0.700002030182077 	-20.2000122070313 	0.735000003620371 	-20.1999816894531 	0.721902030181809 	
-20.0999755859375 	-0.616098000336933 	-20.1000061035156 	-0.512800026892364 	-20.0999755859375 	-0.42919800033269 	-20.1000061035156 	-0.353500026893016 	-20.0999755859375 	-0.284298000337003 	-20.1000061035156 	-0.210900026890158 	-20.1000061035156 	-0.156100026895729 	-20.1000061035156 	-0.0982000268959382 	-20.1000061035156 	-0.0594000268902164 	-20.1000061035156 	0.593499973103462 	-20.1000061035156 	0.510799973108078 	-20.1000061035156 	0.554299973107845 	-20.1000061035156 	0.559999973105732 	-20.1000061035156 	0.571899973107065 	-20.1000061035156 	0.64549997310678 	-20.1000061035156 	0.69499997310777 	-20.1000061035156 	0.729199973106006 	-20.0999755859375 	0.717101999660372 	
-20 	-0.612200004576152 	-20 	-0.511200004577404 	-20 	-0.426900004575145 	-20 	-0.351300004575023 	-20 	-0.283100004577136 	-20 	-0.209600004574895 	-20 	-0.155900004574505 	-20 	-0.0981000045758265 	-20 	-0.0593000045737426 	-20 	0.589799995421345 	-20 	0.507299995424546 	-20 	0.550999995422899 	-20 	0.555599995423108 	-20 	0.567299995425856 	-20 	0.640499995424761 	-20 	0.689299995425245 	-20 	0.723399995418731 	-20 	0.711999995419319 	
-19.8999938964844 	-0.60844817600082 	-19.8999938964844 	-0.508748176001973 	-19.8999938964844 	-0.424848176000523 	-19.9000244140625 	-0.348850083348225 	-19.8999938964844 	-0.28174817600302 	-19.8999938964844 	-0.208948176001286 	-19.8999938964844 	-0.155748176002817 	-19.8999938964844 	-0.0981481760063616 	-19.8999938964844 	-0.060148176002258 	-19.8999938964844 	0.585751823997271 	-19.8999938964844 	0.503351823997946 	-19.8999938964844 	0.546851823997713 	-19.9000244140625 	0.551749916648987 	-19.9000244140625 	0.562549916652642 	-19.8999938964844 	0.635351823995734 	-19.8999938964844 	0.683151823999651 	-19.8999938964844 	0.716851823995967 	-19.8999938964844 	0.706151823997061 	
-19.7999877929688 	-0.60429803295483 	-19.7999877929688 	-0.505698032950022 	-19.7999877929688 	-0.422298032950494 	-19.8000183105469 	-0.346800059505767 	-19.7999877929688 	-0.279698032951273 	-19.8000183105469 	-0.207400059509382 	-19.7999877929688 	-0.155598032950365 	-19.7999877929688 	-0.0986980329544167 	-19.7999877929688 	-0.0608980329488986 	-19.7999877929688 	0.581701967046683 	-19.7999877929688 	0.499201967049885 	-19.7999877929688 	0.542401967046317 	-19.8000183105469 	0.547299940488301 	-19.8000183105469 	0.556699940494582 	-19.8000183105469 	0.630099940492073 	-19.7999877929688 	0.676801967048959 	-19.8000183105469 	0.711299940488971 	-19.7999877929688 	0.70030196704829 	
-19.6999816894531 	-0.599848064994148 	-19.7000122070313 	-0.50125032996948 	-19.6999816894531 	-0.420348064995778 	-19.7000122070313 	-0.344150329969125 	-19.6999816894531 	-0.277048064996052 	-19.7000122070313 	-0.20555032997072 	-19.7000122070313 	-0.154650329972355 	-19.7000122070313 	-0.0977503299727687 	-19.6999816894531 	-0.0598480649896374 	-19.6999816894531 	0.578351935004321 	-19.6999816894531 	0.495951935004996 	-19.6999816894531 	0.539651935003349 	-19.7000122070313 	0.543449670029077 	-19.7000122070313 	0.552249670028687 	-19.7000122070313 	0.625249670029007 	-19.6999816894531 	0.671851935006998 	-19.7000122070313 	0.706049670025095 	-19.6999816894531 	0.695551935004914 	
-19.5999755859375 	-0.594197808841272 	-19.6000061035156 	-0.497199954603275 	-19.5999755859375 	-0.41739780883654 	-19.6000061035156 	-0.340599954604841 	-19.5999755859375 	-0.273597808838531 	-19.6000061035156 	-0.202799954604416 	-19.6000061035156 	-0.153899954606459 	-19.6000061035156 	-0.0963999546038394 	-19.6000061035156 	-0.0588999546016566 	-19.6000061035156 	0.574800045393204 	-19.6000061035156 	0.492700045397214 	-19.6000061035156 	0.536500045393041 	-19.6000061035156 	0.540700045396079 	-19.6000061035156 	0.548200045399426 	-19.6000061035156 	0.621500045395806 	-19.6000061035156 	0.667400045396789 	-19.6000061035156 	0.702400045396644 	-19.5999755859375 	0.690402191161411 	
-19.5 	-0.588949986649823 	-19.5 	-0.492849986647343 	-19.5 	-0.413949986646912 	-19.5 	-0.33744998664406 	-19.5 	-0.271549986646278 	-19.5 	-0.200749986648589 	-19.5 	-0.153549986647704 	-19.5 	-0.0951499866496306 	-19.5 	-0.0581499866457307 	-19.5 	0.571150013351144 	-19.5 	0.48975001335566 	-19.5 	0.533050013349566 	-19.5 	0.537050013354019 	-19.5 	0.543850013353222 	-19.5 	0.617450013352936 	-19.5 	0.662350013353716 	-19.5 	0.696550013348315 	-19.5 	0.685650013350823 	
-19.3999938964844 	-0.584348209380551 	-19.3999938964844 	-0.489548209377972 	-19.3999938964844 	-0.411448209382797 	-19.4000244140625 	-0.336250116728479 	-19.3999938964844 	-0.270048209382367 	-19.3999938964844 	-0.199648209381849 	-19.3999938964844 	-0.152948209379247 	-19.3999938964844 	-0.0963482093829953 	-19.3999938964844 	-0.0576482093783852 	-19.3999938964844 	0.566851790619694 	-19.3999938964844 	0.485251790618349 	-19.3999938964844 	0.52885179061559 	-19.4000244140625 	0.5340498832702 	-19.4000244140625 	0.538849883272633 	-19.3999938964844 	0.613151790621487 	-19.3999938964844 	0.656051790621859 	-19.3999938964844 	0.690451790615043 	-19.3999938964844 	0.680551790614118 	
-19.2999877929688 	-0.580497950173594 	-19.2999877929688 	-0.486197950172937 	-19.2999877929688 	-0.408897950172104 	-19.3000183105469 	-0.334300334354339 	-19.2999877929688 	-0.267597950172785 	-19.3000183105469 	-0.197400334360282 	-19.2999877929688 	-0.152697950172296 	-19.2999877929688 	-0.0954979501766502 	-19.2999877929688 	-0.0571979501728492 	-19.2999877929688 	0.563302049824415 	-19.2999877929688 	0.481702049826708 	-19.2999877929688 	0.525202049826476 	-19.3000183105469 	0.530699665639986 	-19.3000183105469 	0.534899665643024 	-19.3000183105469 	0.609099665642134 	-19.2999877929688 	0.650702049832034 	-19.3000183105469 	0.685099665643065 	-19.2999877929688 	0.676902049825003 	
-19.1999816894531 	-0.576948081779847 	-19.2000122070313 	-0.482650108337111 	-19.1999816894531 	-0.406248081777449 	-19.2000122070313 	-0.332650108335656 	-19.1999816894531 	-0.266248081781669 	-19.2000122070313 	-0.195450108338264 	-19.2000122070313 	-0.151850108333747 	-19.2000122070313 	-0.0949501083377982 	-19.1999816894531 	-0.0572480817791075 	-19.1999816894531 	0.559551918220677 	-19.1999816894531 	0.478751918224589 	-19.1999816894531 	0.521051918221929 	-19.2000122070313 	0.527349891664926 	-19.2000122070313 	0.529549891663919 	-19.2000122070313 	0.605149891664041 	-19.1999816894531 	0.646051918221929 	-19.2000122070313 	0.679949891658907 	-19.1999816894531 	0.672651918219344 	
-19.0999755859375 	-0.5733478210459 	-19.1000061035156 	-0.478549966810533 	-19.0999755859375 	-0.404847821046133 	-19.1000061035156 	-0.331449966808577 	-19.0999755859375 	-0.265547821043583 	-19.1000061035156 	-0.193849966814014 	-19.1000061035156 	-0.15164996681051 	-19.1000061035156 	-0.0941499668115284 	-19.1000061035156 	-0.057349966809852 	-19.1000061035156 	0.555050033184671 	-19.1000061035156 	0.475350033189898 	-19.1000061035156 	0.516750033188146 	-19.1000061035156 	0.525150033190585 	-19.1000061035156 	0.525050033189473 	-19.1000061035156 	0.601850033188384 	-19.1000061035156 	0.640950033190165 	-19.1000061035156 	0.674650033186481 	-19.0999755859375 	0.668252178951661 	
-19 	-0.568000048639078 	-19 	-0.475300048638019 	-19 	-0.402000048634363 	-19 	-0.328400048634649 	-19 	-0.263600048638182 	-19 	-0.19220004863746 	-19 	-0.151400048634969 	-19 	-0.0933000486402307 	-19 	-0.0566000486360281 	-19 	0.551299951363035 	-19 	0.473399951362808 	-19 	0.512799951364286 	-19 	0.522999951361271 	-19 	0.521599951363896 	-19 	0.597499951363716 	-19 	0.635299951365596 	-19 	0.669599951361306 	-19 	0.665199951359682 	
-18.8999938964844 	-0.563698152160214 	-18.8999938964844 	-0.472198152161582 	-18.8999938964844 	-0.400598152158636 	-18.9000244140625 	-0.326300059507048 	-18.8999938964844 	-0.262398152157402 	-18.8999938964844 	-0.190498152158398 	-18.8999938964844 	-0.150698152159748 	-18.8999938964844 	-0.0928981521610694 	-18.8999938964844 	-0.0571981521607086 	-18.8999938964844 	0.546601847840066 	-18.8999938964844 	0.470301847839437 	-18.8999938964844 	0.509301847840106 	-18.9000244140625 	0.519199940492399 	-18.9000244140625 	0.517299940493103 	-18.8999938964844 	0.592201847841352 	-18.8999938964844 	0.628501847844745 	-18.8999938964844 	0.663601847838436 	-18.8999938964844 	0.660301847838127 	
-18.7999877929688 	-0.559048012160929 	-18.7999877929688 	-0.469548012159066 	-18.7999877929688 	-0.39674801216097 	-18.8000183105469 	-0.324250277135434 	-18.7999877929688 	-0.260148012162972 	-18.8000183105469 	-0.187550277136324 	-18.7999877929688 	-0.150548012159561 	-18.7999877929688 	-0.0916480121632048 	-18.7999877929688 	-0.055048012160114 	-18.7999877929688 	0.542951987838023 	-18.7999877929688 	0.467051987841842 	-18.7999877929688 	0.506551987840794 	-18.8000183105469 	0.515549722862488 	-18.8000183105469 	0.51394972286289 	-18.8000183105469 	0.588749722861394 	-18.7999877929688 	0.623651987840276 	-18.8000183105469 	0.6590497228608 	-18.7999877929688 	0.655551987838408 	
-18.6999816894531 	-0.554948075867287 	-18.7000122070313 	-0.466450102423551 	-18.6999816894531 	-0.392948075867025 	-18.7000122070313 	-0.321750102422811 	-18.6999816894531 	-0.258748075866606 	-18.7000122070313 	-0.186050102423906 	-18.7000122070313 	-0.149950102426374 	-18.7000122070313 	-0.091250102424965 	-18.6999816894531 	-0.0535480758662743 	-18.6999816894531 	0.539351924133371 	-18.6999816894531 	0.463951924135472 	-18.6999816894531 	0.503351924133312 	-18.7000122070313 	0.512149897575 	-18.7000122070313 	0.510749897577625 	-18.7000122070313 	0.585249897576432 	-18.6999816894531 	0.618551924137137 	-18.7000122070313 	0.654149897571187 	-18.6999816894531 	0.650751924131328 	
-18.5999755859375 	-0.551047712517175 	-18.6000061035156 	-0.463749977494444 	-18.5999755859375 	-0.389447712514084 	-18.6000061035156 	-0.32044997749108 	-18.5999755859375 	-0.256647712514678 	-18.6000061035156 	-0.183849977493082 	-18.6000061035156 	-0.149149977489287 	-18.6000061035156 	-0.0913499774942466 	-18.6000061035156 	-0.0523499774935772 	-18.6000061035156 	0.534950022505654 	-18.6000061035156 	0.46015002250715 	-18.6000061035156 	0.500450022507721 	-18.6000061035156 	0.508050022508542 	-18.6000061035156 	0.505650022507325 	-18.6000061035156 	0.580850022506638 	-18.6000061035156 	0.613150022509217 	-18.6000061035156 	0.647650022503512 	-18.5999755859375 	0.64505228748385 	
-18.5 	-0.546299959754833 	-18.5 	-0.45969995975247 	-18.5 	-0.385999959751643 	-18.5 	-0.316499959753855 	-18.5 	-0.253699959754158 	-18.5 	-0.181099959754647 	-18.5 	-0.147399959751056 	-18.5 	-0.0903999597539951 	-18.5 	-0.0503999597531219 	-18.5 	0.532100040243677 	-18.5 	0.457500040243758 	-18.5 	0.498300040246249 	-18.5 	0.505800040245958 	-18.5 	0.501400040244334 	-18.5 	0.578100040245772 	-18.5 	0.609200040249561 	-18.5 	0.643000040243351 	-18.5 	0.640600040245772 	
