Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM_X 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM_Y 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM; Fitted_Y 	
-47.8999977111816 	1.80078125 	-47.8999977111816 	0 	
-47.7999992370605 	1.80078125 	-47.7999992370605 	0 	
-47.6999969482422 	1.7890625 	-47.6999969482422 	0 	
-47.5999984741211 	1.7890625 	-47.5999984741211 	0 	
-47.5 	1.78125 	-47.5 	0 	
-47.3999977111816 	1.78125 	-47.3999977111816 	0 	
-47.2999992370605 	1.78125 	-47.2999992370605 	0 	
-47.1999969482422 	1.78125 	-47.1999969482422 	0 	
-47.0999984741211 	1.78125 	-47.0999984741211 	0 	
-47 	1.7890625 	-47 	0 	
-46.8999977111816 	1.79296875 	-46.8999977111816 	0 	
-46.7999992370605 	1.78515625 	-46.7999992370605 	0 	
-46.6999969482422 	1.78515625 	-46.6999969482422 	0 	
-46.5999984741211 	1.78515625 	-46.5999984741211 	0 	
-46.5 	1.77734375 	-46.5 	0 	
-46.3999977111816 	1.73828125 	-46.3999977111816 	0 	
-46.2999992370605 	1.70703125 	-46.2999992370605 	0 	
-46.1999969482422 	1.69140625 	-46.1999969482422 	0 	
-46.0999984741211 	1.71484375 	-46.0999984741211 	0 	
-46 	1.71484375 	-46 	0 	
-45.8999977111816 	1.7265625 	-45.8999977111816 	0 	
-45.7999992370605 	1.73828125 	-45.7999992370605 	0 	
-45.6999969482422 	1.765625 	-45.6999969482422 	0 	
-45.5999984741211 	1.7734375 	-45.5999984741211 	0 	
-45.5 	1.7890625 	-45.5 	0 	
-45.3999977111816 	1.79296875 	-45.3999977111816 	0 	
-45.2999992370605 	1.796875 	-45.2999992370605 	0 	
-45.1999969482422 	1.80859375 	-45.1999969482422 	0 	
-45.0999984741211 	1.8125 	-45.0999984741211 	0 	
-45 	1.81640625 	-45 	0 	
-44.8999977111816 	1.83984375 	-44.8999977111816 	0 	
-44.7999992370605 	1.859375 	-44.7999992370605 	0 	
-44.6999969482422 	1.87109375 	-44.6999969482422 	0 	
-44.5999984741211 	1.87890625 	-44.5999984741211 	0 	
-44.5 	1.8984375 	-44.5 	0 	
-44.3999977111816 	1.8984375 	-44.3999977111816 	0 	
-44.2999992370605 	1.91015625 	-44.2999992370605 	0 	
-44.1999969482422 	1.9140625 	-44.1999969482422 	0 	
-44.0999984741211 	1.90234375 	-44.0999984741211 	0 	
-44 	1.8671875 	-44 	0 	
-43.8999977111816 	1.85546875 	-43.8999977111816 	0 	
-43.7999992370605 	1.83984375 	-43.7999992370605 	0 	
-43.6999969482422 	1.8359375 	-43.6999969482422 	0 	
-43.5999984741211 	1.8359375 	-43.5999984741211 	0 	
-43.5 	1.83203125 	-43.5 	0 	
-43.3999977111816 	1.8046875 	-43.3999977111816 	0 	
-43.2999992370605 	1.7890625 	-43.2999992370605 	0 	
-43.1999969482422 	1.80078125 	-43.1999969482422 	0 	
-43.0999984741211 	1.80859375 	-43.0999984741211 	0 	
-43 	1.8125 	-43 	0 	
-42.8999977111816 	1.80078125 	-42.8999977111816 	0 	
-42.7999992370605 	1.796875 	-42.7999992370605 	0 	
-42.6999969482422 	1.79296875 	-42.6999969482422 	0 	
-42.5999984741211 	1.796875 	-42.5999984741211 	0 	
-42.5 	1.7890625 	-42.5 	0 	
-42.3999977111816 	1.7890625 	-42.3999977111816 	0 	
-42.2999992370605 	1.7890625 	-42.2999992370605 	0 	
-42.1999969482422 	1.7890625 	-42.1999969482422 	0 	
-42.0999984741211 	1.7890625 	-42.0999984741211 	0 	
-42 	1.7890625 	-42 	0 	
-41.8999977111816 	1.7890625 	-41.8999977111816 	0 	
-41.7999992370605 	1.78125 	-41.7999992370605 	0 	
-41.6999969482422 	1.796875 	-41.6999969482422 	0 	
-41.5999984741211 	1.80078125 	-41.5999984741211 	0 	
-41.5 	1.80078125 	-41.5 	0 	
-41.3999977111816 	1.80078125 	-41.3999977111816 	0 	
-41.2999992370605 	1.79296875 	-41.2999992370605 	0 	
-41.1999969482422 	1.79296875 	-41.1999969482422 	0 	
-41.0999984741211 	1.79296875 	-41.0999984741211 	0 	
-41 	1.796875 	-41 	0 	
-40.8999977111816 	1.7890625 	-40.8999977111816 	0 	
-40.7999992370605 	1.7890625 	-40.7999992370605 	0 	
-40.6999969482422 	1.7890625 	-40.6999969482422 	0 	
-40.5999984741211 	1.7890625 	-40.5999984741211 	0 	
-40.5 	1.78125 	-40.5 	0 	
-40.3999977111816 	1.76953125 	-40.3999977111816 	0 	
-40.2999992370605 	1.76953125 	-40.2999992370605 	0 	
-40.1999969482422 	1.76953125 	-40.1999969482422 	0 	
-40.0999984741211 	1.76953125 	-40.0999984741211 	0 	
-40 	1.76953125 	-40 	0 	
-39.8999977111816 	1.76953125 	-39.8999977111816 	0 	
-39.7999992370605 	1.76953125 	-39.7999992370605 	0 	
-39.6999969482422 	1.76953125 	-39.6999969482422 	0 	
-39.5999984741211 	1.77734375 	-39.5999984741211 	0 	
-39.5 	1.78125 	-39.5 	0 	
-39.3999977111816 	1.78125 	-39.3999977111816 	0 	
-39.2999992370605 	1.78125 	-39.2999992370605 	0 	
-39.1999969482422 	1.78125 	-39.1999969482422 	0 	
-39.0999984741211 	1.78125 	-39.0999984741211 	0 	
-39 	1.78125 	-39 	0 	
-38.8999977111816 	1.78125 	-38.8999977111816 	0 	
-38.7999992370605 	1.76953125 	-38.7999992370605 	0 	
-38.6999969482422 	1.76953125 	-38.6999969482422 	0 	
-38.5999984741211 	1.76171875 	-38.5999984741211 	0 	
-38.5 	1.76171875 	-38.5 	0 	
-38.3999977111816 	1.76171875 	-38.3999977111816 	0 	
-38.2999992370605 	1.76171875 	-38.2999992370605 	0 	
-38.1999969482422 	1.76171875 	-38.1999969482422 	0 	
-38.0999984741211 	1.76171875 	-38.0999984741211 	0 	
-38 	1.76171875 	-38 	0 	
-37.8999977111816 	1.76171875 	-37.8999977111816 	0 	
-37.7999992370605 	1.76171875 	-37.7999992370605 	0 	
-37.6999969482422 	1.76171875 	-37.6999969482422 	0 	
-37.5999984741211 	1.76171875 	-37.5999984741211 	0 	
-37.5 	1.76171875 	-37.5 	0 	
-37.3999977111816 	1.76171875 	-37.3999977111816 	0 	
-37.2999992370605 	1.75390625 	-37.2999992370605 	0 	
-37.1999969482422 	1.7578125 	-37.1999969482422 	0 	
-37.0999984741211 	1.7578125 	-37.0999984741211 	0 	
-37 	1.75 	-37 	0 	
-36.8999977111816 	1.75 	-36.8999977111816 	0 	
-36.7999992370605 	1.75 	-36.7999992370605 	0 	
-36.6999969482422 	1.75 	-36.6999969482422 	0 	
-36.5999984741211 	1.73828125 	-36.5999984741211 	0 	
-36.5 	1.73828125 	-36.5 	0 	
-36.3999977111816 	1.73828125 	-36.3999977111816 	0 	
-36.2999992370605 	1.73828125 	-36.2999992370605 	0 	
-36.1999969482422 	1.73046875 	-36.1999969482422 	0 	
-36.0999984741211 	1.73046875 	-36.0999984741211 	0 	
-36 	1.72265625 	-36 	0 	
-35.8999977111816 	1.72265625 	-35.8999977111816 	0 	
-35.7999992370605 	1.7109375 	-35.7999992370605 	0 	
-35.6999969482422 	1.7109375 	-35.6999969482422 	0 	
-35.5999984741211 	1.7109375 	-35.5999984741211 	0 	
-35.5 	1.69921875 	-35.5 	0 	
-35.3999977111816 	1.69921875 	-35.3999977111816 	0 	
-35.2999992370605 	1.69921875 	-35.2999992370605 	0 	
-35.1999969482422 	1.69140625 	-35.1999969482422 	0 	
-35.0999984741211 	1.6796875 	-35.0999984741211 	0 	
-35 	1.6796875 	-35 	0 	
-34.8999977111816 	1.6875 	-34.8999977111816 	0 	
-34.7999992370605 	1.69140625 	-34.7999992370605 	0 	
-34.6999969482422 	1.69140625 	-34.6999969482422 	0 	
-34.5999984741211 	1.69140625 	-34.5999984741211 	0 	
-34.5 	1.6796875 	-34.5 	0 	
-34.3999977111816 	1.6796875 	-34.3999977111816 	0 	
-34.2999992370605 	1.671875 	-34.2999992370605 	0 	
-34.1999969482422 	1.671875 	-34.1999969482422 	0 	
-34.0999984741211 	1.67578125 	-34.0999984741211 	0 	
-34 	1.6796875 	-34 	0 	
-33.8999977111816 	1.66796875 	-33.8999977111816 	0 	
-33.7999992370605 	1.66796875 	-33.7999992370605 	0 	
-33.6999969482422 	1.66796875 	-33.6999969482422 	0 	
-33.5999984741211 	1.66796875 	-33.5999984741211 	0 	
-33.5 	1.66015625 	-33.5 	0 	
-33.3999977111816 	1.66015625 	-33.3999977111816 	0 	
-33.2999992370605 	1.65234375 	-33.2999992370605 	0 	
-33.1999969482422 	1.65234375 	-33.1999969482422 	0 	
-33.0999984741211 	1.640625 	-33.0999984741211 	0 	
-33 	1.640625 	-33 	0 	
-32.8999977111816 	1.640625 	-32.8999977111816 	0 	
-32.7999992370605 	1.62890625 	-32.7999992370605 	0 	
-32.6999969482422 	1.63671875 	-32.6999969482422 	0 	
-32.5999984741211 	1.6328125 	-32.5999984741211 	0 	
-32.5 	1.6328125 	-32.5 	0 	
-32.3999977111816 	1.62109375 	-32.3999977111816 	0 	
-32.2999992370605 	1.6171875 	-32.2999992370605 	0 	
-32.1999969482422 	1.6171875 	-32.1999969482422 	0 	
-32.0999984741211 	1.6171875 	-32.0999984741211 	0 	
-31.9999980926514 	1.62109375 	-31.9999980926514 	0 	
-31.8999977111816 	1.609375 	-31.8999977111816 	0 	
-31.7999992370605 	1.60546875 	-31.7999992370605 	0 	
-31.6999988555908 	1.6015625 	-31.6999988555908 	0 	
-31.5999984741211 	1.6015625 	-31.5999984741211 	0 	
-31.4999980926514 	1.6015625 	-31.4999980926514 	0 	
-31.3999977111816 	1.59375 	-31.3999977111816 	0 	
-31.2999992370605 	1.59375 	-31.2999992370605 	0 	
-31.1999988555908 	1.58203125 	-31.1999988555908 	0 	
-31.0999984741211 	1.58203125 	-31.0999984741211 	0 	
-31 	1.58203125 	-31 	0 	
-30.8999977111816 	1.57421875 	-30.8999977111816 	0 	
-30.7999992370605 	1.578125 	-30.7999992370605 	0 	
-30.6999969482422 	1.5703125 	-30.6999969482422 	0 	
-30.5999984741211 	1.5703125 	-30.5999984741211 	0 	
-30.5 	1.5703125 	-30.5 	0 	
-30.3999977111816 	1.55859375 	-30.3999977111816 	0 	
-30.2999992370605 	1.55859375 	-30.2999992370605 	0 	
-30.1999969482422 	1.55859375 	-30.1999969482422 	0 	
-30.0999984741211 	1.55859375 	-30.0999984741211 	0 	
-30 	1.55078125 	-30 	0 	
-29.8999977111816 	1.55078125 	-29.8999977111816 	0 	
-29.7999992370605 	1.5390625 	-29.7999992370605 	0 	
-29.6999969482422 	1.5390625 	-29.6999969482422 	0 	
-29.5999984741211 	1.5390625 	-29.5999984741211 	0 	
-29.5 	1.51953125 	-29.5 	0 	
-29.3999977111816 	1.51953125 	-29.3999977111816 	0 	
-29.2999992370605 	1.51953125 	-29.2999992370605 	0 	
-29.1999969482422 	1.51171875 	-29.1999969482422 	0 	
-29.0999984741211 	1.5 	-29.0999984741211 	0 	
-29 	1.5 	-29 	0 	
-28.8999977111816 	1.5 	-28.8999977111816 	0 	
-28.7999992370605 	1.48828125 	-28.7999992370605 	0 	
-28.6999969482422 	1.48828125 	-28.6999969482422 	0 	
-28.5999984741211 	1.48046875 	-28.5999984741211 	0 	
-28.5 	1.48046875 	-28.5 	0 	
-28.3999977111816 	1.48046875 	-28.3999977111816 	0 	
-28.2999992370605 	1.46875 	-28.2999992370605 	0 	
-28.1999969482422 	1.46875 	-28.1999969482422 	0 	
-28.0999984741211 	1.46875 	-28.0999984741211 	0 	
-28 	1.4609375 	-28 	0 	
-27.8999977111816 	1.4609375 	-27.8999977111816 	0 	
-27.7999992370605 	1.4609375 	-27.7999992370605 	0 	
-27.6999969482422 	1.4609375 	-27.6999969482422 	0 	
-27.5999984741211 	1.44921875 	-27.5999984741211 	0 	
-27.5 	1.44921875 	-27.5 	0 	
-27.3999977111816 	1.44921875 	-27.3999977111816 	0 	
-27.2999992370605 	1.44921875 	-27.2999992370605 	0 	
-27.1999969482422 	1.44140625 	-27.1999969482422 	0 	
-27.0999984741211 	1.4296875 	-27.0999984741211 	0 	
-27 	1.4296875 	-27 	0 	
-26.8999977111816 	1.4296875 	-26.8999977111816 	0 	
-26.7999992370605 	1.4296875 	-26.7999992370605 	0 	
-26.6999969482422 	1.41796875 	-26.6999969482422 	0 	
-26.5999984741211 	1.4140625 	-26.5999984741211 	0 	
-26.5 	1.40234375 	-26.5 	0 	
-26.3999977111816 	1.40625 	-26.3999977111816 	0 	
-26.2999992370605 	1.40625 	-26.2999992370605 	0 	
-26.1999969482422 	1.40625 	-26.1999969482422 	0 	
-26.0999984741211 	1.3984375 	-26.0999984741211 	0 	
-26 	1.390625 	-26 	0 	
-25.8999977111816 	1.390625 	-25.8999977111816 	0 	
-25.7999992370605 	1.390625 	-25.7999992370605 	0 	
-25.6999969482422 	1.37890625 	-25.6999969482422 	0 	
-25.5999984741211 	1.37890625 	-25.5999984741211 	0 	
-25.5 	1.3671875 	-25.5 	0 	
-25.3999977111816 	1.36328125 	-25.3999977111816 	0 	
-25.2999992370605 	1.36328125 	-25.2999992370605 	0 	
-25.1999969482422 	1.36328125 	-25.1999969482422 	0 	
-25.0999984741211 	1.36328125 	-25.0999984741211 	0 	
-25 	1.3515625 	-25 	0 	
-24.8999977111816 	1.34375 	-24.8999977111816 	0 	
-24.7999992370605 	1.34765625 	-24.7999992370605 	0 	
-24.6999969482422 	1.3359375 	-24.6999969482422 	0 	
-24.5999984741211 	1.33203125 	-24.5999984741211 	0 	
-24.5 	1.33203125 	-24.5 	0 	
-24.3999977111816 	1.3203125 	-24.3999977111816 	0 	
-24.2999992370605 	1.3203125 	-24.2999992370605 	0 	
-24.1999969482422 	1.3203125 	-24.1999969482422 	0 	
-24.0999984741211 	1.30859375 	-24.0999984741211 	0 	
-24 	1.30859375 	-24 	0 	
-23.8999977111816 	1.30078125 	-23.8999977111816 	0 	
-23.7999992370605 	1.30078125 	-23.7999992370605 	0 	
-23.6999969482422 	1.2890625 	-23.6999969482422 	0 	
-23.5999984741211 	1.296875 	-23.5999984741211 	0 	
-23.5 	1.30078125 	-23.5 	0 	
-23.3999977111816 	1.28515625 	-23.3999977111816 	0 	
-23.2999992370605 	1.28125 	-23.2999992370605 	0 	
-23.1999969482422 	1.26953125 	-23.1999969482422 	0 	
-23.0999984741211 	1.26953125 	-23.0999984741211 	0 	
-23 	1.26953125 	-23 	0 	
-22.8999977111816 	1.26953125 	-22.8999977111816 	0 	
-22.7999992370605 	1.26171875 	-22.7999992370605 	0 	
-22.6999969482422 	1.26953125 	-22.6999969482422 	0 	
-22.5999984741211 	1.265625 	-22.5999984741211 	0 	
-22.5 	1.25 	-22.5 	0 	
-22.3999977111816 	1.25 	-22.3999977111816 	0 	
-22.2999992370605 	1.2421875 	-22.2999992370605 	0 	
-22.1999969482422 	1.25 	-22.1999969482422 	0 	
-22.0999984741211 	1.234375 	-22.0999984741211 	0 	
-22 	1.23046875 	-22 	0 	
-21.8999977111816 	1.2265625 	-21.8999977111816 	0 	
-21.7999992370605 	1.23046875 	-21.7999992370605 	0 	
-21.6999969482422 	1.22265625 	-21.6999969482422 	0 	
-21.5999984741211 	1.22265625 	-21.5999984741211 	0 	
-21.5 	1.203125 	-21.5 	0 	
-21.3999977111816 	1.19140625 	-21.3999977111816 	0 	
-21.2999992370605 	1.19921875 	-21.2999992370605 	0 	
-21.1999969482422 	1.19140625 	-21.1999969482422 	0 	
-21.0999984741211 	1.19140625 	-21.0999984741211 	0 	
-21 	1.19140625 	-21 	0 	
-20.8999977111816 	1.19140625 	-20.8999977111816 	0 	
-20.7999992370605 	1.19921875 	-20.7999992370605 	0 	
-20.6999969482422 	1.19140625 	-20.6999969482422 	0 	
-20.5999984741211 	1.19140625 	-20.5999984741211 	0 	
-20.5 	1.19140625 	-20.5 	0 	
-20.3999977111816 	1.19140625 	-20.3999977111816 	0 	
-20.2999992370605 	1.18359375 	-20.2999992370605 	0 	
-20.1999969482422 	1.18359375 	-20.1999969482422 	0 	
-20.0999984741211 	1.18359375 	-20.0999984741211 	0 	
-20 	1.171875 	-20 	0 	
-19.8999977111816 	1.17578125 	-19.8999977111816 	0 	
-19.7999992370605 	1.171875 	-19.7999992370605 	0 	
-19.6999969482422 	1.16015625 	-19.6999969482422 	0 	
-19.5999984741211 	1.16015625 	-19.5999984741211 	0 	
-19.5 	1.1484375 	-19.5 	0 	
-19.3999977111816 	1.1484375 	-19.3999977111816 	0 	
-19.2999992370605 	1.140625 	-19.2999992370605 	0 	
-19.1999969482422 	1.140625 	-19.1999969482422 	0 	
-19.0999984741211 	1.13671875 	-19.0999984741211 	0 	
-19 	1.13671875 	-19 	0 	
-18.8999977111816 	1.140625 	-18.8999977111816 	0 	
-18.7999992370605 	1.140625 	-18.7999992370605 	0 	
-18.6999969482422 	1.140625 	-18.6999969482422 	0 	
-18.5999984741211 	1.12890625 	-18.5999984741211 	0 	
-18.5 	1.12890625 	-18.5 	0 	
-18.3999977111816 	1.12890625 	-18.3999977111816 	0 	
-18.2999992370605 	1.109375 	-18.2999992370605 	0 	
-18.1999969482422 	1.109375 	-18.1999969482422 	0 	
-18.0999984741211 	1.09765625 	-18.0999984741211 	0 	
-18 	1.08984375 	-18 	0 	
-17.8999977111816 	1.078125 	-17.8999977111816 	0 	
-17.7999992370605 	1.078125 	-17.7999992370605 	0 	
-17.6999969482422 	1.08203125 	-17.6999969482422 	0 	
-17.5999984741211 	1.0703125 	-17.5999984741211 	0 	
-17.5 	1.0703125 	-17.5 	0 	
-17.3999977111816 	1.0703125 	-17.3999977111816 	0 	
-17.2999992370605 	1.06640625 	-17.2999992370605 	0 	
-17.1999969482422 	1.05859375 	-17.1999969482422 	0 	
-17.0999984741211 	1.05859375 	-17.0999984741211 	0 	
-17 	1.05078125 	-17 	0 	
-16.8999977111816 	1.05078125 	-16.8999977111816 	0 	
-16.7999992370605 	1.046875 	-16.7999992370605 	0 	
-16.6999969482422 	1.05078125 	-16.6999969482422 	0 	
-16.5999984741211 	1.05078125 	-16.5999984741211 	0 	
-16.5 	1.0390625 	-16.5 	0 	
-16.3999977111816 	1.0390625 	-16.3999977111816 	0 	
-16.2999992370605 	1.03125 	-16.2999992370605 	0 	
-16.1999969482422 	1.03125 	-16.1999969482422 	0 	
-16.0999984741211 	1.00390625 	-16.0999984741211 	0 	
-16 	1.0078125 	-16 	0 	
-15.8999977111816 	1 	-15.8999977111816 	0 	
-15.7999992370605 	0.9921875 	-15.7999992370605 	0 	
-15.6999969482422 	0.98046875 	-15.6999969482422 	0 	
-15.5999984741211 	0.98046875 	-15.5999984741211 	0 	
-15.5 	0.97265625 	-15.5 	0 	
-15.3999977111816 	0.9609375 	-15.3999977111816 	0 	
-15.2999992370605 	0.94921875 	-15.2999992370605 	0 	
-15.1999969482422 	0.94921875 	-15.1999969482422 	0 	
-15.0999984741211 	0.9453125 	-15.0999984741211 	0 	
-15 	0.9453125 	-15 	0 	
-14.8999977111816 	0.94140625 	-14.8999977111816 	0 	
-14.7999992370605 	0.94140625 	-14.7999992370605 	0 	
-14.6999969482422 	0.9296875 	-14.6999969482422 	0 	
-14.5999984741211 	0.921875 	-14.5999984741211 	0 	
-14.5 	0.921875 	-14.5 	0 	
-14.3999977111816 	0.921875 	-14.3999977111816 	0 	
-14.2999992370605 	0.91015625 	-14.2999992370605 	0 	
-14.1999969482422 	0.91015625 	-14.1999969482422 	0 	
-14.0999984741211 	0.90234375 	-14.0999984741211 	0 	
-14 	0.90234375 	-14 	0 	
-13.8999977111816 	0.90234375 	-13.8999977111816 	0 	
-13.7999992370605 	0.890625 	-13.7999992370605 	0 	
-13.6999969482422 	0.890625 	-13.6999969482422 	0 	
-13.5999984741211 	0.890625 	-13.5999984741211 	0 	
-13.5 	0.890625 	-13.5 	0 	
-13.3999977111816 	0.87890625 	-13.3999977111816 	0 	
-13.2999992370605 	0.87890625 	-13.2999992370605 	0 	
-13.1999969482422 	0.87890625 	-13.1999969482422 	0 	
-13.0999984741211 	0.87890625 	-13.0999984741211 	0 	
-13 	0.87109375 	-13 	0 	
