Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM_X 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM_Y 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 9; DT+BCLXL; Conc 8 40 200 1000 5000 nM; Fitted_Y 	
51.2000045776367 	4.08984375 	51.2000045776367 	6.64941972132191 	
51.3000030517578 	4.0859375 	51.3000030517578 	6.65703284037308 	
51.4000015258789 	4.09765625 	51.4000015258789 	6.66463120186971 	
51.5 	4.1015625 	51.5 	6.67221483428573 	
51.5999984741211 	4.09765625 	51.5999984741211 	6.67978376604088 	
51.7000045776367 	4.10546875 	51.7000045776367 	6.6873386012948 	
51.8000030517578 	4.1015625 	51.8000030517578 	6.69487821565486 	
51.9000015258789 	4.1015625 	51.9000015258789 	6.70240321429113 	
52 	4.109375 	52 	6.70991362540753 	
52.0999984741211 	4.10546875 	52.0999984741211 	6.71740947715427 	
52.2000045776367 	4.109375 	52.2000045776367 	6.72489136786249 	
52.3000030517578 	4.109375 	52.3000030517578 	6.7323581840009 	
52.4000015258789 	4.1171875 	52.4000015258789 	6.73981052490138 	
52.5 	4.12109375 	52.5 	6.74724841850047 	
52.5999984741211 	4.11328125 	52.5999984741211 	6.75467189268153 	
52.7000045776367 	4.125 	52.7000045776367 	6.76208154000332 	
52.8000030517578 	4.12109375 	52.8000030517578 	6.76947625769153 	
52.9000015258789 	4.125 	52.9000015258789 	6.77685663929608 	
53 	4.12890625 	53 	6.78422271248877 	
53.0999984741211 	4.13671875 	53.0999984741211 	6.7915745048888 	
53.2000045776367 	4.12890625 	53.2000045776367 	6.79891260333811 	
53.3000030517578 	4.13671875 	53.3000030517578 	6.80623591571608 	
53.4000015258789 	4.14453125 	53.4000015258789 	6.81354502984636 	
53.5 	4.1484375 	53.5 	6.8208399731387 	
53.5999984741211 	4.1484375 	53.5999984741211 	6.82812077295074 	
53.7000045776367 	4.15625 	53.7000045776367 	6.83538801046275 	
53.8000030517578 	4.1484375 	53.8000030517578 	6.84264060410548 	
53.9000015258789 	4.15625 	53.9000015258789 	6.84987913603149 	
54 	4.16015625 	54 	6.85710363295871 	
54.0999984741211 	4.16015625 	54.0999984741211 	6.86431412078743 	
54.2000045776367 	4.15625 	54.2000045776367 	6.87151117646505 	
54.3000030517578 	4.16015625 	54.3000030517578 	6.87869372885668 	
54.4000015258789 	4.15625 	54.4000015258789 	6.88586235448168 	
54.5 	4.16015625 	54.5 	6.89301708021645 	
54.5999984741211 	4.16015625 	54.5999984741211 	6.90015793288583 	
54.7000045776367 	4.16015625 	54.7000045776367 	6.90728548249128 	
54.8000030517578 	4.16796875 	54.8000030517578 	6.91439866824505 	
54.9000015258789 	4.1796875 	54.9000015258789 	6.92149806110127 	
55 	4.171875 	55 	6.92858368767934 	
55.0999984741211 	4.17578125 	55.0999984741211 	6.93565557454756 	
55.2000045776367 	4.1796875 	55.2000045776367 	6.94271428620482 	
55.3000030517578 	4.17578125 	55.3000030517578 	6.94975877211098 	
55.4000015258789 	4.171875 	55.4000015258789 	6.95678959770846 	
55.5 	4.17578125 	55.5 	6.96380678936207 	
55.5999984741211 	4.1875 	55.5999984741211 	6.97081037338602 	
55.7000045776367 	4.1796875 	55.7000045776367 	6.97780090882953 	
55.8000030517578 	4.18359375 	55.8000030517578 	6.98477735530155 	
55.9000015258789 	4.1875 	55.9000015258789 	6.99174027278575 	
56 	4.19140625 	56 	6.99868968739482 	
56.0999984741211 	4.19140625 	56.0999984741211 	7.00562562519132 	
56.2000045776367 	4.19921875 	56.2000045776367 	7.01254863982719 	
56.3000030517578 	4.1953125 	56.3000030517578 	7.01945770096293 	
56.4000015258789 	4.19921875 	56.4000015258789 	7.02635336317596 	
56.5 	4.19140625 	56.5 	7.03323565232929 	
56.5999984741211 	4.1875 	56.5999984741211 	7.04010459423627 	
56.7000045776367 	4.1953125 	56.7000045776367 	7.0469607372035 	
56.8000030517578 	4.19921875 	56.8000030517578 	7.05380306084644 	
56.9000015258789 	4.19921875 	56.9000015258789 	7.06063211438825 	
57 	4.203125 	57 	7.06744792344471 	
57.0999984741211 	4.19140625 	57.0999984741211 	7.07425051358245 	
57.2000045776367 	4.1953125 	57.2000045776367 	7.08104042781414 	
57.3000030517578 	4.1875 	57.3000030517578 	7.08781665581777 	
57.4000015258789 	4.1875 	57.4000015258789 	7.09457974164002 	
57.5 	4.1875 	57.5 	7.10132971038839 	
57.5999984741211 	4.19140625 	57.5999984741211 	7.10806658738933 	
57.7000045776367 	4.1953125 	57.7000045776367 	7.11479091041689 	
57.8000030517578 	4.19921875 	57.8000030517578 	7.12150167871473 	
57.9000015258789 	4.1953125 	57.9000015258789 	7.1281994309563 	
58 	4.19921875 	58 	7.13488419227495 	
58.0999984741211 	4.20703125 	58.0999984741211 	7.14155598775601 	
58.2000045776367 	4.21484375 	58.2000045776367 	7.14821534998187 	
58.3000030517578 	4.21875 	58.3000030517578 	7.1548612878677 	
58.4000015258789 	4.22265625 	58.4000015258789 	7.16149433488669 	
58.5 	4.22265625 	58.5 	7.16811451593308 	
58.5999984741211 	4.21484375 	58.5999984741211 	7.17472185585357 	
58.7000045776367 	4.21875 	58.7000045776367 	7.18131688208903 	
58.8000030517578 	4.2265625 	58.8000030517578 	7.18789861313327 	
58.9000015258789 	4.23046875 	58.9000015258789 	7.19446757730948 	
59 	4.22265625 	59 	7.20102379927526 	
59.0999984741211 	4.2265625 	59.0999984741211 	7.20756730364119 	
59.2000045776367 	4.23828125 	59.2000045776367 	7.21409861275627 	
59.3000030517578 	4.23046875 	59.3000030517578 	7.22061675460105 	
59.4000015258789 	4.23046875 	59.4000015258789 	7.22712225239845 	
59.5 	4.23828125 	59.5 	7.23361513057195 	
59.5999984741211 	4.23046875 	59.5999984741211 	7.24009541349851 	
59.7000045776367 	4.234375 	59.7000045776367 	7.24656361848449 	
59.8000030517578 	4.23046875 	59.8000030517578 	7.25301878290612 	
59.9000015258789 	4.23828125 	59.9000015258789 	7.25946142493537 	
60 	4.2421875 	60 	7.26589156876412 	
60.0999984741211 	4.234375 	60.0999984741211 	7.27230923853818 	
60.2000045776367 	4.23828125 	60.2000045776367 	7.27871494657006 	
60.3000030517578 	4.23828125 	60.3000030517578 	7.28510773954154 	
60.4000015258789 	4.23828125 	60.4000015258789 	7.29148813062252 	
60.5 	4.2421875 	60.5 	7.29785614377573 	
60.5999984741211 	4.234375 	60.5999984741211 	7.30421180268381 	
60.7000045776367 	4.23828125 	60.7000045776367 	7.31055561475618 	
60.8000030517578 	4.23828125 	60.8000030517578 	7.31688663603078 	
60.9000015258789 	4.2421875 	60.9000015258789 	7.32320537472055 	
61 	4.24609375 	61 	7.32951185455824 	
61.0999984741211 	4.24609375 	61.0999984741211 	7.33580609923147 	
61.2000045776367 	4.25 	61.2000045776367 	7.34208861120593 	
61.3000030517578 	4.25 	61.3000030517578 	7.34835845550401 	
61.4000015258789 	4.2421875 	61.4000015258789 	7.35461613543241 	
61.5 	4.2421875 	61.5 	7.36086167449917 	
61.5999984741211 	4.2421875 	61.5999984741211 	7.36709509616771 	
61.7000045776367 	4.25 	61.7000045776367 	7.37331689805296 	
61.8000030517578 	4.24609375 	61.8000030517578 	7.37952615421712 	
61.9000015258789 	4.25 	61.9000015258789 	7.38572336310816 	
62 	4.25 	62 	7.39190854801189 	
62.0999984741211 	4.26171875 	62.0999984741211 	7.39808173216997 	
62.2000045776367 	4.26953125 	62.2000045776367 	7.40424340839356 	
62.3000030517578 	4.2578125 	62.3000030517578 	7.41039265969801 	
62.4000015258789 	4.2578125 	62.4000015258789 	7.4165299797196 	
62.5 	4.265625 	62.5 	7.42265539152437 	
62.5999984741211 	4.26171875 	62.5999984741211 	7.4287689181347 	
62.7000045776367 	4.265625 	62.7000045776367 	7.43487104760459 	
62.8000030517578 	4.26953125 	62.8000030517578 	7.44096087181659 	
62.9000015258789 	4.26953125 	62.9000015258789 	7.44703887964203 	
63 	4.27734375 	63 	7.45310509392962 	
63.0999984741211 	4.26953125 	63.0999984741211 	7.45915953748491 	
63.2000045776367 	4.2734375 	63.2000045776367 	7.46520269365088 	
63.3000030517578 	4.27734375 	63.3000030517578 	7.47123366309231 	
63.4000015258789 	4.27734375 	63.4000015258789 	7.47725292996178 	
63.5 	4.28125 	63.5 	7.48326051689315 	
63.5999984741211 	4.2890625 	63.5999984741211 	7.48925644647759 	
63.7000045776367 	4.28125 	63.7000045776367 	7.49524119739283 	
63.8000030517578 	4.28515625 	63.8000030517578 	7.50121387900165 	
63.9000015258789 	4.28125 	63.9000015258789 	7.50717496927108 	
64 	4.28125 	64 	7.5131244915312 	
64.0999984741211 	4.26953125 	64.0999984741211 	7.51906246850869 	
64.2000045776367 	4.27734375 	64.2000045776367 	7.52498937424529 	
64.3000030517578 	4.28515625 	64.3000030517578 	7.53090432670234 	
64.4000015258789 	4.2890625 	64.4000015258789 	7.53680780071493 	
64.5 	4.2890625 	64.5 	7.54269981847707 	
64.5999984741211 	4.29296875 	64.5999984741211 	7.54858040214053 	
64.7000045776367 	4.28125 	64.7000045776367 	7.55445002116921 	
64.8000030517578 	4.28125 	64.8000030517578 	7.56030780205394 	
64.9000015258789 	4.28515625 	64.9000015258789 	7.5661542150444 	
65.0000076293945 	4.28515625 	65.0000076293945 	7.57198972687906 	
65.0999984741211 	4.2890625 	65.0999984741211 	7.57781302523544 	
65.2000045776367 	4.2890625 	65.2000045776367 	7.5836259093083 	
65.2999954223633 	4.2890625 	65.2999954223633 	7.58942662711079 	
65.4000015258789 	4.29296875 	65.4000015258789 	7.59521697086285 	
65.5000076293945 	4.296875 	65.5000076293945 	7.60099607628461 	
65.5999984741211 	4.2890625 	65.5999984741211 	7.6067630859135 	
65.7000045776367 	4.2890625 	65.7000045776367 	7.61251978155755 	
65.7999954223633 	4.2890625 	65.7999954223633 	7.61826442816953 	
65.9000015258789 	4.296875 	65.9000015258789 	7.62399880064996 	
66.0000076293945 	4.30078125 	66.0000076293945 	7.62972204307795 	
66.0999984741211 	4.30078125 	66.0999984741211 	7.63543330628432 	
66.2000045776367 	4.2890625 	66.2000045776367 	7.64113435485816 	
66.2999954223633 	4.296875 	66.2999954223633 	7.64682347052891 	
66.4000015258789 	4.30078125 	66.4000015258789 	7.65250241104481 	
66.5000076293945 	4.30078125 	66.5000076293945 	7.65817032876374 	
66.5999984741211 	4.30078125 	66.5999984741211 	7.66382638273023 	
66.7000045776367 	4.3046875 	66.7000045776367 	7.66947232048065 	
66.7999954223633 	4.30078125 	66.7999954223633 	7.67510644035975 	
66.9000015258789 	4.30859375 	66.9000015258789 	7.6807304831291 	
67.0000076293945 	4.30078125 	67.0000076293945 	7.68634360934583 	
67.0999984741211 	4.3046875 	67.0999984741211 	7.69194498618936 	
67.2000045776367 	4.30859375 	67.2000045776367 	7.69753634231843 	
67.2999954223633 	4.31640625 	67.2999954223633 	7.70311599424171 	
67.4000015258789 	4.3203125 	67.4000015258789 	7.70868566590652 	
67.5000076293945 	4.30859375 	67.5000076293945 	7.71424452597412 	
67.5999984741211 	4.31640625 	67.5999984741211 	7.71979174966388 	
67.7000045776367 	4.3203125 	67.7000045776367 	7.72532905088035 	
67.7999954223633 	4.3203125 	67.7999954223633 	7.73085476070348 	
67.9000015258789 	4.31640625 	67.9000015258789 	7.73637058639194 	
68.0000076293945 	4.3203125 	68.0000076293945 	7.74187570464691 	
68.0999984741211 	4.3203125 	68.0999984741211 	7.74736929866458 	
68.2000045776367 	4.328125 	68.2000045776367 	7.75285306578269 	
68.2999954223633 	4.33203125 	68.2999954223633 	7.75832535321912 	
68.4000015258789 	4.33203125 	68.4000015258789 	7.76378785172981 	
68.5000076293945 	4.32421875 	68.5000076293945 	7.7692397459786 	
68.5999984741211 	4.328125 	68.5999984741211 	7.77468022706175 	
68.7000045776367 	4.328125 	68.7000045776367 	7.78011097590995 	
68.7999954223633 	4.33203125 	68.7999954223633 	7.78553035572368 	
68.9000015258789 	4.3359375 	68.9000015258789 	7.79094004091532 	
69.0000076293945 	4.3359375 	69.0000076293945 	7.79633922403479 	
69.0999984741211 	4.3515625 	69.0999984741211 	7.80172710400243 	
69.2000045776367 	4.33984375 	69.2000045776367 	7.80710534550019 	
69.2999954223633 	4.34375 	69.2999954223633 	7.81247232755728 	
69.4000015258789 	4.34765625 	69.4000015258789 	7.8178297084002 	
69.5000076293945 	4.35546875 	69.5000076293945 	7.82317668838911 	
69.5999984741211 	4.3515625 	69.5999984741211 	7.82851247419325 	
69.7000045776367 	4.359375 	69.7000045776367 	7.83383871440257 	
69.7999954223633 	4.3671875 	69.7999954223633 	7.83915380372266 	
69.9000015258789 	4.37109375 	69.9000015258789 	7.84445938435034 	
70.0000076293945 	4.359375 	70.0000076293945 	7.84975466438092 	
70.0999984741211 	4.359375 	70.0999984741211 	7.85503885815803 	
70.2000045776367 	4.3671875 	70.2000045776367 	7.86031359833498 	
70.2999954223633 	4.37109375 	70.2999954223633 	7.86557729514279 	
70.4000015258789 	4.3671875 	70.4000015258789 	7.87083157470037 	
70.5000076293945 	4.37109375 	70.5000076293945 	7.87607565193464 	
70.5999984741211 	4.359375 	70.5999984741211 	7.881308749667 	
70.7000045776367 	4.3671875 	70.7000045776367 	7.88653248475774 	
70.7999954223633 	4.37109375 	70.7999954223633 	7.89174528280429 	
70.9000015258789 	4.375 	70.9000015258789 	7.8969487543959 	
71.0000076293945 	4.37890625 	71.0000076293945 	7.90214212286535 	
71.0999984741211 	4.375 	71.0999984741211 	7.90732461767372 	
71.2000045776367 	4.37890625 	71.2000045776367 	7.91249784004891 	
71.2999954223633 	4.37890625 	71.2999954223633 	7.91766023081493 	
71.4000015258789 	4.37890625 	71.4000015258789 	7.92281338498912 	
71.5000076293945 	4.38671875 	71.5000076293945 	7.92795653341694 	
71.5999984741211 	4.390625 	71.5999984741211 	7.93308891301308 	
71.7000045776367 	4.3984375 	71.7000045776367 	7.93821210952386 	
71.7999954223633 	4.390625 	71.7999954223633 	7.94332457885323 	
71.9000015258789 	4.39453125 	71.9000015258789 	7.94842790059686 	
72.0000076293945 	4.390625 	72.0000076293945 	7.95352131304059 	
72.0999984741211 	4.3984375 	72.0999984741211 	7.95860406048103 	
72.2000045776367 	4.40234375 	72.2000045776367 	7.96367771333228 	
72.2999954223633 	4.40234375 	72.2999954223633 	7.96874074243302 	
72.4000015258789 	4.39453125 	72.4000015258789 	7.97379471210605 	
72.5000076293945 	4.40625 	72.5000076293945 	7.97883886800604 	
72.5999984741211 	4.4140625 	72.5999984741211 	7.98387246174051 	
72.7000045776367 	4.41796875 	72.7000045776367 	7.98889704853931 	
72.7999954223633 	4.421875 	72.7999954223633 	7.99391111403203 	
72.9000015258789 	4.41015625 	72.9000015258789 	7.99891620741602 	
73.0000076293945 	4.41796875 	73.0000076293945 	8.00391158164389 	
73.0999984741211 	4.42578125 	73.0999984741211 	8.00889649556379 	
73.2000045776367 	4.4296875 	73.2000045776367 	8.01387248936786 	
73.2999954223633 	4.4296875 	73.2999954223633 	8.0188380633342 	
73.4000015258789 	4.42578125 	73.4000015258789 	8.02379475168073 	
73.5000076293945 	4.4296875 	73.5000076293945 	8.02874181458785 	
73.5999984741211 	4.41796875 	73.5999984741211 	8.03367851807466 	
73.7000045776367 	4.42578125 	73.7000045776367 	8.03860638717502 	
73.7999954223633 	4.42578125 	73.7999954223633 	8.04352393641821 	
73.9000015258789 	4.4375 	73.9000015258789 	8.04843268561139 	
74.0000076293945 	4.4296875 	74.0000076293945 	8.05333190208724 	
74.0999984741211 	4.42578125 	74.0999984741211 	8.05822085896075 	
74.2000045776367 	4.4375 	74.2000045776367 	8.06310106677604 	
74.2999954223633 	4.4296875 	74.2999954223633 	8.06797105468006 	
74.4000015258789 	4.4375 	74.4000015258789 	8.07283232735703 	
74.5000076293945 	4.43359375 	74.5000076293945 	8.07768415922814 	
74.5999984741211 	4.4375 	74.5999984741211 	8.08252583044118 	
74.7000045776367 	4.4296875 	74.7000045776367 	8.08735883693281 	
74.7999954223633 	4.4375 	74.7999954223633 	8.09218172207848 	
74.9000015258789 	4.44140625 	74.9000015258789 	8.09699597601153 	
75.0000076293945 	4.43359375 	75.0000076293945 	8.10180088017348 	
75.0999984741211 	4.4375 	75.0999984741211 	8.10659572167724 	
75.2000045776367 	4.4375 	75.2000045776367 	8.11138198199303 	
75.2999954223633 	4.44140625 	75.2999954223633 	8.11615821858781 	
75.4000015258789 	4.43359375 	75.4000015258789 	8.1209259071845 	
75.5000076293945 	4.4453125 	75.5000076293945 	8.12568433617742 	
75.5999984741211 	4.44140625 	75.5999984741211 	8.13043279957763 	
75.7000045776367 	4.44921875 	75.7000045776367 	8.13517276452862 	
75.7999954223633 	4.4453125 	75.7999954223633 	8.13990280245312 	
75.9000015258789 	4.44921875 	75.9000015258789 	8.1446243748028 	
76.0000076293945 	4.45703125 	76.0000076293945 	8.14933677685794 	
76.0999984741211 	4.4609375 	76.0999984741211 	8.15403930946144 	
76.2000045776367 	4.45703125 	76.2000045776367 	8.15873342556839 	
76.2999954223633 	4.4609375 	76.2999954223633 	8.16341771042291 	
76.4000015258789 	4.44921875 	76.4000015258789 	8.1680936113433 	
76.5000076293945 	4.45703125 	76.5000076293945 	8.1727604304296 	
76.5999984741211 	4.4609375 	76.5999984741211 	8.17741747529082 	
76.7000045776367 	4.453125 	76.7000045776367 	8.18206618483078 	
76.7999954223633 	4.45703125 	76.7999954223633 	8.18670515798189 	
76.9000015258789 	4.46875 	76.9000015258789 	8.19133582806563 	
77.0000076293945 	4.4609375 	77.0000076293945 	8.19595750344228 	
77.0999984741211 	4.4609375 	77.0999984741211 	8.20056949843502 	
77.2000045776367 	4.46484375 	77.2000045776367 	8.20517323839308 	
77.2999954223633 	4.4765625 	77.2999954223633 	8.20976733579821 	
77.4000015258789 	4.46875 	77.4000015258789 	8.21435321010228 	
77.5000076293945 	4.46875 	77.5000076293945 	8.21893017684099 	
77.5999984741211 	4.46875 	77.5999984741211 	8.22349755695318 	
77.7000045776367 	4.47265625 	77.7000045776367 	8.22805676163722 	
77.7999954223633 	4.47265625 	77.7999954223633 	8.2326064167997 	
77.9000015258789 	4.4765625 	77.9000015258789 	8.23714792816346 	
78.0000076293945 	4.46875 	78.0000076293945 	8.24168061788796 	
78.0999984741211 	4.46875 	78.0999984741211 	8.24620381348373 	
78.2000045776367 	4.46875 	78.2000045776367 	8.25071891249983 	
78.2999954223633 	4.4609375 	78.2999954223633 	8.25522455413835 	
78.4000015258789 	4.4609375 	78.4000015258789 	8.2597221305257 	
78.5000076293945 	4.4609375 	78.5000076293945 	8.26421097038141 	
78.5999984741211 	4.4609375 	78.5999984741211 	8.26869040772448 	
78.7000045776367 	4.45703125 	78.7000045776367 	8.27316182658652 	
78.7999954223633 	4.46484375 	78.7999954223633 	8.27762387933703 	
78.9000015258789 	4.46875 	78.9000015258789 	8.28207794463737 	
79.0000076293945 	4.46875 	79.0000076293945 	8.28652335770406 	
79.0999984741211 	4.4609375 	79.0999984741211 	8.29095945900195 	
79.2000045776367 	4.46875 	79.2000045776367 	8.29538761917582 	
79.2999954223633 	4.47265625 	79.2999954223633 	8.29980650363579 	
79.4000015258789 	4.4609375 	79.4000015258789 	8.30421747770827 	
79.5000076293945 	4.4609375 	79.5000076293945 	8.30861988304427 	
79.5999984741211 	4.46484375 	79.5999984741211 	8.31301306649255 	
79.7000045776367 	4.46875 	79.7000045776367 	8.31739838544046 	
79.7999954223633 	4.4609375 	79.7999954223633 	8.32177451821307 	
79.9000015258789 	4.46875 	79.9000015258789 	8.32614281693081 	
80.0000076293945 	4.47265625 	80.0000076293945 	8.33050262961731 	
80.0999984741211 	4.47265625 	80.0999984741211 	8.33485330944382 	
80.2000045776367 	4.47265625 	80.2000045776367 	8.33919620066849 	
80.2999954223633 	4.4609375 	80.2999954223633 	8.34352999356533 	
80.4000015258789 	4.4609375 	80.4000015258789 	8.34785602760772 	
80.5000076293945 	4.46484375 	80.5000076293945 	8.3521736573888 	
80.5999984741211 	4.4765625 	80.5999984741211 	8.35648224233237 	
80.7000045776367 	4.48046875 	80.7000045776367 	8.36078311368411 	
80.7999954223633 	4.46875 	80.7999954223633 	8.36507497521741 	
80.9000015258789 	4.46875 	80.9000015258789 	8.36935915301169 	
81.0000076293945 	4.46875 	81.0000076293945 	8.37363500764219 	
81.0999984741211 	4.46875 	81.0999984741211 	8.37790190473276 	
81.2000045776367 	4.46875 	81.2000045776367 	8.38216116265071 	
81.2999954223633 	4.4765625 	81.2999954223633 	8.38641149771336 	
81.4000015258789 	4.48046875 	81.4000015258789 	8.39065422317168 	
81.5000076293945 	4.484375 	81.5000076293945 	8.39488870578997 	
81.5999984741211 	4.48828125 	81.5999984741211 	8.39911431733244 	
81.7000045776367 	4.48046875 	81.7000045776367 	8.40333236341249 	
81.7999954223633 	4.48828125 	81.7999954223633 	8.40754157277046 	
81.9000015258789 	4.49609375 	81.9000015258789 	8.41174324595283 	
82.0000076293945 	4.5 	82.0000076293945 	8.41593675585341 	
82.0999984741211 	4.48828125 	82.0999984741211 	8.42012148031768 	
82.2000045776367 	4.5078125 	82.2000045776367 	8.42429871232837 	
82.2999954223633 	4.5 	82.2999954223633 	8.42846719292914 	
82.4000015258789 	4.50390625 	82.4000015258789 	8.43262821008478 	
82.5000076293945 	4.5 	82.5000076293945 	8.43678114275962 	
82.5999984741211 	4.5078125 	82.5999984741211 	8.44092537482189 	
82.7000045776367 	4.51171875 	82.7000045776367 	8.4450621867458 	
82.7999954223633 	4.51171875 	82.7999954223633 	8.4491903317597 	
82.9000015258789 	4.51953125 	82.9000015258789 	8.45331108536838 	
83.0000076293945 	4.5234375 	83.0000076293945 	8.45742383254826 	
83.0999984741211 	4.51171875 	83.0999984741211 	8.46152796313242 	
83.2000045776367 	4.515625 	83.2000045776367 	8.46562474520745 	
83.2999954223633 	4.51953125 	83.2999954223633 	8.46971294406902 	
83.4000015258789 	4.51171875 	83.4000015258789 	8.47379382288239 	
83.5000076293945 	4.51953125 	83.5000076293945 	8.47786677257828 	
83.5999984741211 	4.5234375 	83.5999984741211 	8.48193118787263 	
83.7000045776367 	4.515625 	83.7000045776367 	8.48598832540575 	
83.7999954223633 	4.51953125 	83.7999954223633 	8.49003696247996 	
83.9000015258789 	4.51953125 	83.9000015258789 	8.49407835003085 	
84.0000076293945 	4.52734375 	84.0000076293945 	8.49811188487697 	
84.0999984741211 	4.51953125 	84.0999984741211 	8.50213696860001 	
84.2000045776367 	4.51953125 	84.2000045776367 	8.50615484485918 	
84.2999954223633 	4.515625 	84.2999954223633 	8.51016430272724 	
84.4000015258789 	4.51953125 	84.4000015258789 	8.5141665810361 	
84.5000076293945 	4.51953125 	84.5000076293945 	8.51816108244314 	
84.5999984741211 	4.52734375 	84.5999984741211 	8.52214721432295 	
84.7000045776367 	4.53125 	84.7000045776367 	8.52612620830136 	
84.7999954223633 	4.53125 	84.7999954223633 	8.53009686517154 	
84.9000015258789 	4.51953125 	84.9000015258789 	8.53406041177867 	
85.0000076293945 	4.51953125 	85.0000076293945 	8.53801625656275 	
85.0999984741211 	4.5234375 	85.0999984741211 	8.54196381263548 	
85.2000045776367 	4.52734375 	85.2000045776367 	8.54590429970563 	
85.2999954223633 	4.53515625 	85.2999954223633 	8.54983653017377 	
85.4000015258789 	4.53125 	85.4000015258789 	8.5537617190142 	
85.5000076293945 	4.53125 	85.5000076293945 	8.5576792803939 	
85.5999984741211 	4.53125 	85.5999984741211 	8.56158863310642 	
85.7000045776367 	4.53125 	85.7000045776367 	8.56549098505868 	
85.7999954223633 	4.53125 	85.7999954223633 	8.56938516014673 	
85.9000015258789 	4.53125 	85.9000015258789 	8.57327236158882 	
86.0000076293945 	4.52734375 	86.0000076293945 	8.57715200922371 	
86.0999984741211 	4.53125 	86.0999984741211 	8.58102352747216 	
86.2000045776367 	4.53125 	86.2000045776367 	8.58488811255334 	
86.2999954223633 	4.52734375 	86.2999954223633 	8.58874459974797 	
86.4000015258789 	4.53125 	86.4000015258789 	8.59259418063191 	
86.5000076293945 	4.53125 	86.5000076293945 	8.59643628066117 	
86.5999984741211 	4.51953125 	86.5999984741211 	8.60027032982951 	
86.7000045776367 	4.53125 	86.7000045776367 	8.60409751278143 	
86.7999954223633 	4.53125 	86.7999954223633 	8.60791667596402 	
86.9000015258789 	4.52734375 	86.9000015258789 	8.6117289987279 	
87.0000076293945 	4.53125 	87.0000076293945 	8.61553391278123 	
87.0999984741211 	4.53125 	87.0999984741211 	8.61933085363007 	
87.2000045776367 	4.53125 	87.2000045776367 	8.62312099444841 	
87.2999954223633 	4.5234375 	87.2999954223633 	8.62690319295072 	
87.4000015258789 	4.5234375 	87.4000015258789 	8.63067861775652 	
87.5000076293945 	4.51171875 	87.5000076293945 	8.63444670538656 	
87.5999984741211 	4.515625 	87.5999984741211 	8.63820689681204 	
87.7000045776367 	4.51953125 	87.7000045776367 	8.64196035385371 	
87.7999954223633 	4.51953125 	87.7999954223633 	8.64570594528351 	
87.9000015258789 	4.51953125 	87.9000015258789 	8.64944482841176 	
88.0000076293945 	4.5078125 	88.0000076293945 	8.65317644521462 	
88.0999984741211 	4.5078125 	88.0999984741211 	8.65690024207577 	
88.2000045776367 	4.5 	88.2000045776367 	8.66061736957248 	
88.2999954223633 	4.5 	88.2999954223633 	8.66432670742751 	
88.4000015258789 	4.5078125 	88.4000015258789 	8.66802940175132 	
88.5000076293945 	4.51171875 	88.5000076293945 	8.67172489992295 	
88.5999984741211 	4.51171875 	88.5999984741211 	8.67541265368641 	
88.7000045776367 	4.51171875 	88.7000045776367 	8.67909380248422 	
88.7999954223633 	4.5 	88.7999954223633 	8.68276723688435 	
88.9000015258789 	4.50390625 	88.9000015258789 	8.68643409190571 	
89.0000076293945 	4.5078125 	89.0000076293945 	8.69009382027819 	
89.0999984741211 	4.5078125 	89.0999984741211 	8.6937458790545 	
89.2000045776367 	4.5078125 	89.2000045776367 	8.69739139665013 	
89.2999954223633 	4.5078125 	89.2999954223633 	8.70102927437364 	
89.4000015258789 	4.5078125 	89.4000015258789 	8.70466063625971 	
89.5000076293945 	4.515625 	89.5000076293945 	8.70828494033753 	
89.5999984741211 	4.51171875 	89.5999984741211 	8.71190164891743 	
89.7000045776367 	4.51171875 	89.7000045776367 	8.71551187949451 	
89.7999954223633 	4.51171875 	89.7999954223633 	8.71911454401441 	
89.9000015258789 	4.51171875 	89.9000015258789 	8.72271075563378 	
90.0000076293945 	4.51171875 	90.0000076293945 	8.72629997763016 	
90.0999984741211 	4.5 	90.0999984741211 	8.72988167728283 	
90.2000045776367 	4.50390625 	90.2000045776367 	8.73345696093564 	
90.2999954223633 	4.5078125 	90.2999954223633 	8.73702475154212 	
90.4000015258789 	4.5078125 	90.4000015258789 	8.74058615147961 	
90.5000076293945 	4.5 	90.5000076293945 	8.74414062921701 	
90.5999984741211 	4.5 	90.5999984741211 	8.74768765742192 	
90.7000045776367 	4.5 	90.7000045776367 	8.75122833205735 	
90.7999954223633 	4.5 	90.7999954223633 	8.75476158602947 	
90.9000015258789 	4.5078125 	90.9000015258789 	8.75828851104593 	
91.0000076293945 	4.5078125 	91.0000076293945 	8.76180858072236 	
91.0999984741211 	4.51171875 	91.0999984741211 	8.76532127283257 	
91.2000045776367 	4.51171875 	91.2000045776367 	8.76882767273194 	
91.2999954223633 	4.51171875 	91.2999954223633 	8.77232672365793 	
91.4000015258789 	4.5 	91.4000015258789 	8.7758195067517 	
91.5000076293945 	4.5078125 	91.5000076293945 	8.77930550072603 	
91.5999984741211 	4.515625 	91.5999984741211 	8.78278418841177 	
