Run 1; Fc 2-1; Cy 4; Furosemide; Conc 6.103516 24.41406 97.65625 390.625 1562.5 6250 25000 100000 nM_X 	Run 1; Fc 2-1; Cy 4; Furosemide; Conc 6.103516 24.41406 97.65625 390.625 1562.5 6250 25000 100000 nM_Y 	Run 1; Fc 2-1; Cy 4; Furosemide; Conc 6.103516 24.41406 97.65625 390.625 1562.5 6250 25000 100000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 4; Furosemide; Conc 6.103516 24.41406 97.65625 390.625 1562.5 6250 25000 100000 nM; Fitted_Y 	
2.09999847412109 	1.58649922142649 	2.09999847412109 	0.00423098497266159 	
2.20000076293945 	1.58879938207247 	2.20000076293945 	0.00443209102101353 	
2.29999923706055 	1.58879938207247 	2.29999923706055 	0.00463222893944868 	
2.40000152587891 	1.58879938207247 	2.40000152587891 	0.00483141858534595 	
2.5 	1.57130061498174 	2.5 	0.00502964933310682 	
2.59999847412109 	1.57180024929403 	2.59999847412109 	0.00522693334365858 	
2.70000076293945 	1.58709988391638 	2.70000076293945 	0.0054232826036298 	
2.79999923706055 	1.58590012000059 	2.79999923706055 	0.00561868664068044 	
2.90000152587891 	1.58809980030492 	2.90000152587891 	0.00581316484463421 	
3 	1.57890020201739 	3 	0.00600670682971217 	
3.09999847412109 	1.56270033452893 	3.09999847412109 	0.00619932447109583 	
3.20000076293945 	1.55849995186145 	3.20000076293945 	0.00639102947827139 	
3.29999923706055 	1.55820005348505 	3.29999923706055 	0.0065818116198964 	
3.40000152587891 	1.55609994375845 	3.40000152587891 	0.00677168982391855 	
3.5 	1.55750005688606 	3.5 	0.0069606539540622 	
3.59999847412109 	1.55130010602443 	3.59999847412109 	0.00714871560541215 	
3.70000076293945 	1.54529984664987 	3.70000076293945 	0.0073358862187112 	
3.79999923706055 	1.53720014844293 	3.79999923706055 	0.00752215579769034 	
3.90000152587891 	1.53029991648509 	3.90000152587891 	0.00770754282094449 	
4 	1.52470008211822 	4 	0.00789203739017436 	
4.09999847412109 	1.51790010653349 	4.09999847412109 	0.00807565081762756 	
4.20000076293945 	1.51279995482037 	4.20000076293945 	0.00825839426451543 	
4.29999923706055 	1.50620003848599 	4.29999923706055 	0.00844025801927785 	
4.40000152587891 	1.49859994876897 	4.40000152587891 	0.00862126009462944 	
4.5 	1.49140005208028 	4.5 	0.00880139082631552 	
4.59999847412109 	1.48630003312428 	4.59999847412109 	0.00898066125904259 	
4.70000076293945 	1.47779995050951 	4.70000076293945 	0.00915908228522412 	
4.79999923706055 	1.47100005042739 	4.79999923706055 	0.00933664437446654 	
4.90000152587891 	1.47079996035609 	4.90000152587891 	0.00951336518975756 	
5 	1.46770003894198 	5 	0.00968923528224702 	
5.09999847412109 	1.46250005283946 	5.09999847412109 	0.00986426542713104 	
5.20000076293945 	1.45590001559322 	5.20000076293945 	0.0100384662613753 	
5.29999923706055 	1.45279998443584 	5.29999923706055 	0.0102118284825717 	
5.40000152587891 	1.44719995464402 	5.40000152587891 	0.01038436928522 	
5.5 	1.44170004812622 	5.5 	0.010556079480251 	
5.59999847412109 	1.43360008946911 	5.59999847412109 	0.0107269696172645 	
5.70000076293945 	1.43089997703646 	5.70000076293945 	0.0108970500629813 	
5.79999923706055 	1.42650001801667 	5.79999923706055 	0.0110663117372644 	
5.90000152587891 	1.427299980096 	5.90000152587891 	0.0112347714304308 	
6 	1.42790002107358 	6 	0.0114024201472094 	
6.09999847412109 	1.42790002955735 	6.09999847412109 	0.0115692681737573 	
6.20000076293945 	1.42849995471624 	6.20000076293945 	0.0117353256867666 	
6.29999923706055 	1.4249000424461 	6.29999923706055 	0.0119005837982898 	
6.40000152587891 	1.42519994897157 	6.40000152587891 	0.0120650589028816 	
6.5 	1.42230004652083 	6.5 	0.0122287422195559 	
6.59999847412109 	1.41610008955467 	6.59999847412109 	0.0123916437856931 	
6.70000076293945 	1.4150999029589 	6.70000076293945 	0.012553773500589 	
6.79999923706055 	1.41030009568203 	6.79999923706055 	0.0127151227426099 	
6.90000152587891 	1.40399993518076 	6.90000152587891 	0.0128757075050608 	
7 	1.39820006388618 	7 	0.0130355192115017 	
7.09999847412109 	1.39370003748627 	7.09999847412109 	0.0131945676628065 	
7.20000076293945 	1.38669990610651 	7.20000076293945 	0.0133528625251121 	
7.29999923706055 	1.37800009137572 	7.29999923706055 	0.0135103953458493 	
7.40000152587891 	1.37289997252083 	7.40000152587891 	0.0136671817717011 	
7.5 	1.36430002332054 	7.5 	0.0138232134413871 	
7.59999847412109 	1.35910003755998 	7.59999847412109 	0.0139784999121844 	
7.70000076293945 	1.35139997491206 	7.70000076293945 	0.0141330506224105 	
7.79999923706055 	1.34360002572066 	7.79999923706055 	0.0142868573203281 	
7.90000152587891 	1.33819999456318 	7.90000152587891 	0.0144399352623431 	
8 	1.33120000608324 	8 	0.014592276282685 	
8.09999847412109 	1.32430000438762 	8.09999847412109 	0.014743889751739 	
8.20000076293945 	1.32039998847904 	8.20000076293945 	0.014894784865694 	
8.29999923706055 	1.31430000812543 	8.29999923706055 	0.0150449535688823 	
8.40000152587891 	1.3101999681603 	8.40000152587891 	0.0151944107578478 	
8.5 	1.30280003252119 	8.5 	0.0153431484521829 	
8.59999847412109 	1.30080002947216 	8.59999847412109 	0.0154911757714354 	
8.70000076293945 	1.29770001830184 	8.70000076293945 	0.0156385017594684 	
8.79999923706055 	1.29739998137666 	8.79999923706055 	0.0157851185280426 	
8.90000152587891 	1.2933999901943 	8.90000152587891 	0.0159310406208497 	
