Run 1; Fc 2-1; Cy 7; DT; Conc 8 40 200 1000 5000 nM_X 	Run 1; Fc 2-1; Cy 7; DT; Conc 8 40 200 1000 5000 nM_Y 	Run 1; Fc 2-1; Cy 7; DT; Conc 8 40 200 1000 5000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 7; DT; Conc 8 40 200 1000 5000 nM; Fitted_Y 	
213.300018310547 	1.22265625 	213.300018310547 	0.21652011106035 	
213.399993896484 	1.21875 	213.399993896484 	0.217179444894047 	
213.5 	1.22265625 	213.5 	0.217838313723457 	
213.600006103516 	1.22265625 	213.600006103516 	0.218496516834922 	
213.700012207031 	1.23046875 	213.700012207031 	0.219154054877776 	
213.800018310547 	1.234375 	213.800018310547 	0.219810928500749 	
213.899993896484 	1.22265625 	213.899993896484 	0.220466938206016 	
214 	1.22265625 	214 	0.22112248513526 	
214.100006103516 	1.2265625 	214.100006103516 	0.221777369586995 	
214.200012207031 	1.23046875 	214.200012207031 	0.222431592207535 	
214.300018310547 	1.22265625 	214.300018310547 	0.223085153642595 	
214.399993896484 	1.22265625 	214.399993896484 	0.223737855400591 	
214.5 	1.23046875 	214.5 	0.224390096600687 	
214.600006103516 	1.22265625 	214.600006103516 	0.225041678548623 	
214.700012207031 	1.22265625 	214.700012207031 	0.225692601887698 	
214.800018310547 	1.22265625 	214.800018310547 	0.226342867260608 	
214.899993896484 	1.22265625 	214.899993896484 	0.226992277177098 	
215 	1.21875 	215 	0.227641228743644 	
215.100006103516 	1.22265625 	215.100006103516 	0.228289524268297 	
215.200012207031 	1.22265625 	215.200012207031 	0.228937164391336 	
215.300018310547 	1.2265625 	215.300018310547 	0.229584149822313 	
215.399993896484 	1.22265625 	215.399993896484 	0.230230284016852 	
215.5 	1.22265625 	215.5 	0.23087596206955 	
215.600006103516 	1.22265625 	215.600006103516 	0.231520987286385 	
215.700012207031 	1.23046875 	215.700012207031 	0.232165360305171 	
215.800018310547 	1.234375 	215.800018310547 	0.232809081763132 	
215.899993896484 	1.234375 	215.899993896484 	0.233451956158546 	
216 	1.234375 	216 	0.234094376602502 	
216.100006103516 	1.234375 	216.100006103516 	0.234736147393558 	
216.200012207031 	1.22265625 	216.200012207031 	0.235377269166568 	
216.300018310547 	1.2265625 	216.300018310547 	0.236017742555798 	
216.399993896484 	1.22265625 	216.399993896484 	0.236657373046283 	
216.5 	1.22265625 	216.5 	0.237296551765748 	
216.600006103516 	1.23046875 	216.600006103516 	0.237935084000478 	
216.700012207031 	1.234375 	216.700012207031 	0.238572970382368 	
216.800018310547 	1.22265625 	216.800018310547 	0.239210211542722 	
216.899993896484 	1.2265625 	216.899993896484 	0.23984661394851 	
217 	1.23046875 	217 	0.240482566753748 	
217.100006103516 	1.23046875 	217.100006103516 	0.241117876227617 	
217.200012207031 	1.23046875 	217.200012207031 	0.241752542999053 	
217.300018310547 	1.234375 	217.300018310547 	0.2423865676964 	
217.399993896484 	1.22265625 	217.399993896484 	0.243019757763756 	
217.5 	1.22265625 	217.5 	0.243652500391043 	
217.600006103516 	1.2265625 	217.600006103516 	0.24428460282553 	
217.700012207031 	1.21875 	217.700012207031 	0.244916065693192 	
217.800018310547 	1.21875 	217.800018310547 	0.245546889619413 	
217.899993896484 	1.21875 	217.899993896484 	0.246176883020637 	
218 	1.21875 	218 	0.246806431132262 	
218.100006103516 	1.21875 	218.100006103516 	0.247435342174856 	
218.200012207031 	1.22265625 	218.200012207031 	0.248063616774959 	
218.300018310547 	1.22265625 	218.300018310547 	0.248691255627398 	
218.399993896484 	1.22265625 	218.399993896484 	0.249318068049922 	
218.5 	1.2109375 	218.5 	0.249944437333499 	
218.600006103516 	1.21875 	218.600006103516 	0.250570172667739 	
218.700012207031 	1.22265625 	218.700012207031 	0.251195274673238 	
218.800018310547 	1.21484375 	218.800018310547 	0.251819743970015 	
218.899993896484 	1.21875 	218.899993896484 	0.252443390905467 	
219 	1.2109375 	219 	0.253066596835128 	
219.100006103516 	1.2109375 	219.100006103516 	0.253689171912444 	
219.200012207031 	1.21875 	219.200012207031 	0.254311116755106 	
219.300018310547 	1.22265625 	219.300018310547 	0.25493243198023 	
219.399993896484 	1.22265625 	219.399993896484 	0.255552928893384 	
219.5 	1.2265625 	219.5 	0.256172986924107 	
219.600006103516 	1.22265625 	219.600006103516 	0.256792417184957 	
219.700012207031 	1.2109375 	219.700012207031 	0.257411220290725 	
219.800018310547 	1.2109375 	219.800018310547 	0.258029396855619 	
219.899993896484 	1.21875 	219.899993896484 	0.258646759138683 	
220 	1.22265625 	220 	0.259263684652859 	
220.100006103516 	1.22265625 	220.100006103516 	0.259879985465118 	
220.200012207031 	1.21484375 	220.200012207031 	0.260495662187345 	
220.300018310547 	1.21484375 	220.300018310547 	0.261110715430846 	
220.399993896484 	1.21484375 	220.399993896484 	0.261724958403464 	
220.5 	1.21875 	220.5 	0.262338766710899 	
220.600006103516 	1.22265625 	220.600006103516 	0.262951953369852 	
220.700012207031 	1.22265625 	220.700012207031 	0.263564518989307 	
220.800018310547 	1.22265625 	220.800018310547 	0.264176464177665 	
220.899993896484 	1.22265625 	220.899993896484 	0.264787603086918 	
221 	1.22265625 	221 	0.265398309424829 	
221.100006103516 	1.21875 	221.100006103516 	0.266008397153178 	
221.200012207031 	1.22265625 	221.200012207031 	0.266617866896695 	
221.300018310547 	1.2109375 	221.300018310547 	0.267226719314202 	
221.399993896484 	1.2109375 	221.399993896484 	0.267834769436112 	
221.5 	1.2109375 	221.5 	0.268442389082159 	
221.600006103516 	1.2109375 	221.600006103516 	0.269049393155131 	
221.700012207031 	1.2109375 	221.700012207031 	0.26965578225881 	
221.800018310547 	1.2109375 	221.800018310547 	0.270261556996408 	
221.899993896484 	1.21484375 	221.899993896484 	0.270866533394928 	
222 	1.21875 	222 	0.271471081394754 	
222.100006103516 	1.22265625 	222.100006103516 	0.272075016834547 	
222.200012207031 	1.22265625 	222.200012207031 	0.272678340315249 	
222.300018310547 	1.21875 	222.300018310547 	0.273281052437232 	
222.399993896484 	1.22265625 	222.399993896484 	0.273882970157859 	
222.5 	1.22265625 	222.5 	0.274484461547351 	
222.600006103516 	1.21875 	222.600006103516 	0.275085343375648 	
222.700012207031 	1.22265625 	222.700012207031 	0.275685616240851 	
222.800018310547 	1.22265625 	222.800018310547 	0.27628528074049 	
222.899993896484 	1.22265625 	222.899993896484 	0.276884154757723 	
223 	1.2109375 	223 	0.277482604501747 	
223.100006103516 	1.2109375 	223.100006103516 	0.27808044766921 	
223.200012207031 	1.2109375 	223.200012207031 	0.27867768485537 	
223.300018310547 	1.2109375 	223.300018310547 	0.279274316654916 	
223.399993896484 	1.21875 	223.399993896484 	0.279870161872255 	
223.5 	1.21484375 	223.5 	0.280465584864657 	
223.600006103516 	1.21484375 	223.600006103516 	0.281060404250926 	
223.700012207031 	1.21875 	223.700012207031 	0.281654620623479 	
223.800018310547 	1.2109375 	223.800018310547 	0.282248234574164 	
223.899993896484 	1.2109375 	223.899993896484 	0.282841065824109 	
224 	1.2109375 	224 	0.283433476887715 	
224.100006103516 	1.2109375 	224.100006103516 	0.28402528730141 	
224.200012207031 	1.2109375 	224.200012207031 	0.284616497690255 	
224.300018310547 	1.203125 	224.300018310547 	0.28520710866973 	
224.399993896484 	1.203125 	224.399993896484 	0.285796940822788 	
224.5 	1.20703125 	224.5 	0.286386354830655 	
224.600006103516 	1.2109375 	224.600006103516 	0.286975171143475 	
224.700012207031 	1.19921875 	224.700012207031 	0.287563390348623 	
224.800018310547 	1.19921875 	224.800018310547 	0.28815101303292 	
224.899993896484 	1.19921875 	224.899993896484 	0.288737860738061 	
225 	1.19921875 	225 	0.289324292320489 	
225.100006103516 	1.20703125 	225.100006103516 	0.289910129139023 	
225.200012207031 	1.2109375 	225.200012207031 	0.290495371778264 	
225.300018310547 	1.203125 	225.300018310547 	0.29108002082226 	
225.399993896484 	1.203125 	225.399993896484 	0.291663898716016 	
225.5 	1.203125 	225.5 	0.292247362500133 	
225.600006103516 	1.203125 	225.600006103516 	0.292830234437636 	
225.700012207031 	1.19140625 	225.700012207031 	0.293412515110349 	
225.800018310547 	1.19140625 	225.800018310547 	0.293994205099546 	
225.899993896484 	1.19921875 	225.899993896484 	0.294575127749103 	
226 	1.1953125 	226 	0.295155638292667 	
226.100006103516 	1.19921875 	226.100006103516 	0.29573555989302 	
226.200012207031 	1.203125 	226.200012207031 	0.296314893129214 	
226.300018310547 	1.203125 	226.300018310547 	0.296893638579744 	
226.399993896484 	1.203125 	226.399993896484 	0.297471620482936 	
226.5 	1.19921875 	226.5 	0.298049192274333 	
226.600006103516 	1.203125 	226.600006103516 	0.298626178012049 	
226.700012207031 	1.203125 	226.700012207031 	0.299202578272359 	
226.800018310547 	1.19921875 	226.800018310547 	0.299778393630985 	
226.899993896484 	1.203125 	226.899993896484 	0.300353449216296 	
227 	1.203125 	227 	0.300928096674542 	
227.100006103516 	1.2109375 	227.100006103516 	0.301502160954762 	
227.200012207031 	1.203125 	227.200012207031 	0.302075642681422 	
227.300018310547 	1.203125 	227.300018310547 	0.302648542423638 	
227.399993896484 	1.203125 	227.399993896484 	0.303220686159823 	
227.5 	1.20703125 	227.5 	0.303792423756378 	
227.600006103516 	1.2109375 	227.600006103516 	0.304363581049468 	
227.700012207031 	1.21875 	227.700012207031 	0.304934158610456 	
227.800018310547 	1.2109375 	227.800018310547 	0.305504157010159 	
227.899993896484 	1.2109375 	227.899993896484 	0.306073403144522 	
228 	1.203125 	228 	0.306642245108248 	
228.100006103516 	1.20703125 	228.100006103516 	0.307210509619721 	
228.200012207031 	1.2109375 	228.200012207031 	0.307778197247594 	
228.300018310547 	1.19921875 	228.300018310547 	0.308345308559975 	
228.399993896484 	1.19921875 	228.399993896484 	0.308911671329812 	
228.5 	1.19921875 	228.5 	0.309477631888804 	
228.600006103516 	1.19140625 	228.600006103516 	0.310043017833207 	
228.700012207031 	1.19921875 	228.700012207031 	0.310607829728961 	
228.800018310547 	1.203125 	228.800018310547 	0.311172068141467 	
228.899993896484 	1.203125 	228.899993896484 	0.311735561716354 	
229 	1.203125 	229 	0.312298655030964 	
229.100006103516 	1.2109375 	229.100006103516 	0.312861176555098 	
229.200012207031 	1.21484375 	229.200012207031 	0.313423126851988 	
229.300018310547 	1.21484375 	229.300018310547 	0.313984506484323 	
229.399993896484 	1.21875 	229.399993896484 	0.314545144966111 	
229.5 	1.2109375 	229.5 	0.315105385128948 	
229.600006103516 	1.2109375 	229.600006103516 	0.315665056311874 	
229.700012207031 	1.2109375 	229.700012207031 	0.31622415907541 	
229.800018310547 	1.2109375 	229.800018310547 	0.316782693979534 	
229.899993896484 	1.2109375 	229.899993896484 	0.317340491402352 	
230 	1.2109375 	230 	0.317897892438283 	
230.100006103516 	1.2109375 	230.100006103516 	0.318454727291317 	
230.200012207031 	1.2109375 	230.200012207031 	0.319010996637425 	
230.300018310547 	1.21875 	230.300018310547 	0.319566700972322 	
230.399993896484 	1.21484375 	230.399993896484 	0.320121671496348 	
230.5 	1.21484375 	230.5 	0.320676247576234 	
230.600006103516 	1.21484375 	230.600006103516 	0.321230260277448 	
230.700012207031 	1.21875 	230.700012207031 	0.321783710155948 	
230.800018310547 	1.22265625 	230.800018310547 	0.322336597767155 	
230.899993896484 	1.22265625 	230.899993896484 	0.322888755205377 	
231 	1.2109375 	231 	0.323440520117275 	
231.100006103516 	1.2109375 	231.100006103516 	0.323991724424756 	
231.200012207031 	1.21875 	231.200012207031 	0.324542368681095 	
231.300018310547 	1.22265625 	231.300018310547 	0.325092453439029 	
231.399993896484 	1.22265625 	231.399993896484 	0.325641811644223 	
231.5 	1.21875 	231.5 	0.326190779231716 	
231.600006103516 	1.22265625 	231.600006103516 	0.326739188975613 	
231.700012207031 	1.22265625 	231.700012207031 	0.327287041426496 	
231.800018310547 	1.21875 	231.800018310547 	0.327834337134405 	
231.899993896484 	1.22265625 	231.899993896484 	0.328380909892149 	
232 	1.22265625 	232 	0.32892709393155 	
232.100006103516 	1.22265625 	232.100006103516 	0.329472722874691 	
232.200012207031 	1.23046875 	232.200012207031 	0.330017797269449 	
232.300018310547 	1.22265625 	232.300018310547 	0.330562317663161 	
232.399993896484 	1.21484375 	232.399993896484 	0.331106118691579 	
232.5 	1.21484375 	232.5 	0.331649532891674 	
232.600006103516 	1.21484375 	232.600006103516 	0.332192394729309 	
232.700012207031 	1.21875 	232.700012207031 	0.332734704749645 	
232.800018310547 	1.22265625 	232.800018310547 	0.333276463497303 	
232.899993896484 	1.22265625 	232.899993896484 	0.333817506446807 	
233 	1.22265625 	233 	0.334358164448601 	
233.100006103516 	1.2109375 	233.100006103516 	0.334898272808142 	
233.200012207031 	1.2109375 	233.200012207031 	0.335437832067872 	
233.300018310547 	1.2109375 	233.300018310547 	0.335976842769683 	
233.399993896484 	1.21484375 	233.399993896484 	0.336515141222717 	
233.5 	1.21484375 	233.5 	0.337053056599171 	
233.600006103516 	1.21484375 	233.600006103516 	0.337590425039942 	
233.700012207031 	1.21875 	233.700012207031 	0.338127247084737 	
233.800018310547 	1.22265625 	233.800018310547 	0.338663523272712 	
233.899993896484 	1.22265625 	233.899993896484 	0.339199090743493 	
234 	1.2109375 	234 	0.339734276999269 	
234.100006103516 	1.2109375 	234.100006103516 	0.340268919012242 	
234.200012207031 	1.2109375 	234.200012207031 	0.340803017319373 	
234.300018310547 	1.2109375 	234.300018310547 	0.341336572457071 	
234.399993896484 	1.2109375 	234.399993896484 	0.341869422391333 	
234.5 	1.21875 	234.5 	0.342401892962541 	
234.600006103516 	1.22265625 	234.600006103516 	0.342933821970081 	
234.700012207031 	1.21484375 	234.700012207031 	0.343465209948159 	
234.800018310547 	1.21484375 	234.800018310547 	0.343996057430429 	
234.899993896484 	1.203125 	234.899993896484 	0.344526203205166 	
235 	1.20703125 	235 	0.3450559714591 	
235.100006103516 	1.2109375 	235.100006103516 	0.345585200814708 	
235.200012207031 	1.2109375 	235.200012207031 	0.34611389180343 	
235.300018310547 	1.21875 	235.300018310547 	0.346642044956154 	
235.399993896484 	1.21484375 	235.399993896484 	0.347169499879361 	
235.5 	1.21484375 	235.5 	0.347696579114248 	
235.600006103516 	1.21484375 	235.600006103516 	0.348223122102303 	
235.700012207031 	1.21484375 	235.700012207031 	0.348749129372193 	
235.800018310547 	1.203125 	235.800018310547 	0.349274601452028 	
235.899993896484 	1.203125 	235.899993896484 	0.349799378762448 	
236 	1.203125 	236 	0.350323782477988 	
236.100006103516 	1.203125 	236.100006103516 	0.350847652672199 	
236.200012207031 	1.19140625 	236.200012207031 	0.351370989819467 	
236.300018310547 	1.19140625 	236.300018310547 	0.351893794447154 	
236.399993896484 	1.1953125 	236.399993896484 	0.352415907787991 	
236.5 	1.19140625 	236.5 	0.352937649118736 	
236.600006103516 	1.19921875 	236.600006103516 	0.353458859508874 	
236.700012207031 	1.203125 	236.700012207031 	0.353979539483799 	
236.800018310547 	1.203125 	236.800018310547 	0.354499689568415 	
236.899993896484 	1.203125 	236.899993896484 	0.355019151801847 	
237 	1.203125 	237 	0.355538243839895 	
237.100006103516 	1.203125 	237.100006103516 	0.356056807559246 	
237.200012207031 	1.19140625 	237.200012207031 	0.356574843482844 	
237.300018310547 	1.19140625 	237.300018310547 	0.357092352133149 	
237.399993896484 	1.18359375 	237.399993896484 	0.357609176351696 	
237.5 	1.19140625 	237.5 	0.358125632181337 	
237.600006103516 	1.1953125 	237.600006103516 	0.358641562301974 	
237.700012207031 	1.1953125 	237.700012207031 	0.359156967234118 	
237.800018310547 	1.1953125 	237.800018310547 	0.359671847497794 	
237.899993896484 	1.18359375 	237.899993896484 	0.360186046732988 	
238 	1.18359375 	238 	0.360699879377574 	
238.100006103516 	1.18359375 	238.100006103516 	0.361213188910701 	
238.200012207031 	1.1875 	238.200012207031 	0.361725975850459 	
238.300018310547 	1.18359375 	238.300018310547 	0.362238240714454 	
238.399993896484 	1.18359375 	238.399993896484 	0.362749827937182 	
238.5 	1.18359375 	238.5 	0.363261050359464 	
238.600006103516 	1.18359375 	238.600006103516 	0.363771752255755 	
238.700012207031 	1.19140625 	238.700012207031 	0.364281934141737 	
238.800018310547 	1.18359375 	238.800018310547 	0.364791596532609 	
238.899993896484 	1.18359375 	238.899993896484 	0.365300584653449 	
239 	1.18359375 	239 	0.365809209755927 	
239.100006103516 	1.1875 	239.100006103516 	0.366317316905869 	
239.200012207031 	1.19140625 	239.200012207031 	0.366824906616563 	
239.300018310547 	1.1796875 	239.300018310547 	0.36733197940082 	
239.399993896484 	1.1796875 	239.399993896484 	0.367838381270387 	
239.5 	1.1796875 	239.5 	0.368344421895644 	
239.600006103516 	1.1796875 	239.600006103516 	0.36884994712988 	
239.700012207031 	1.1796875 	239.700012207031 	0.369354957535633 	
239.800018310547 	1.171875 	239.800018310547 	0.369859453580295 	
239.899993896484 	1.1796875 	239.899993896484 	0.370363282056211 	
240 	1.18359375 	240 	0.370866751060682 	
240.100006103516 	1.171875 	240.100006103516 	0.37136970723091 	
240.200012207031 	1.171875 	240.200012207031 	0.37187215107581 	
240.300018310547 	1.171875 	240.300018310547 	0.372374083103835 	
240.399993896484 	1.17578125 	240.399993896484 	0.372875350888798 	
240.5 	1.1796875 	240.5 	0.373376260962392 	
240.600006103516 	1.171875 	240.600006103516 	0.373876660741561 	
240.700012207031 	1.171875 	240.700012207031 	0.374376550732922 	
240.800018310547 	1.171875 	240.800018310547 	0.374875931442636 	
240.899993896484 	1.1796875 	240.899993896484 	0.37537465121962 	
241 	1.18359375 	241 	0.375873015037721 	
241.100006103516 	1.171875 	241.100006103516 	0.376370871089768 	
241.200012207031 	1.171875 	241.200012207031 	0.376868219880097 	
241.300018310547 	1.171875 	241.300018310547 	0.377365061912594 	
241.399993896484 	1.171875 	241.399993896484 	0.377861246307447 	
241.5 	1.17578125 	241.5 	0.378357076488381 	
241.600006103516 	1.1796875 	241.600006103516 	0.37885240142027 	
241.700012207031 	1.1875 	241.700012207031 	0.37934722160519 	
241.800018310547 	1.19140625 	241.800018310547 	0.379841537544768 	
241.899993896484 	1.19140625 	241.899993896484 	0.380335199126642 	
242 	1.19140625 	242 	0.38082850823211 	
242.100006103516 	1.19140625 	242.100006103516 	0.381321314594268 	
242.200012207031 	1.1953125 	242.200012207031 	0.381813618712949 	
242.300018310547 	1.1953125 	242.300018310547 	0.382305421087539 	
242.399993896484 	1.1953125 	242.399993896484 	0.382796572369327 	
242.5 	1.18359375 	242.5 	0.383287372904837 	
242.600006103516 	1.18359375 	242.600006103516 	0.383777673191587 	
242.700012207031 	1.1875 	242.700012207031 	0.384267473727181 	
242.800018310547 	1.19140625 	242.800018310547 	0.384756775008782 	
242.899993896484 	1.19140625 	242.899993896484 	0.385245428447547 	
243 	1.19140625 	243 	0.385733732862849 	
243.100006103516 	1.18359375 	243.100006103516 	0.386221539512839 	
243.200012207031 	1.19140625 	243.200012207031 	0.386708848892912 	
243.300018310547 	1.1953125 	243.300018310547 	0.387195661490285 	
243.399993896484 	1.1953125 	243.399993896484 	0.387681829377391 	
243.5 	1.1953125 	243.5 	0.388167649944167 	
243.600006103516 	1.1953125 	243.600006103516 	0.38865297520496 	
243.700012207031 	1.19921875 	243.700012207031 	0.389137805652255 	
243.800018310547 	1.203125 	243.800018310547 	0.389622141778077 	
243.899993896484 	1.203125 	243.899993896484 	0.390105836501331 	
244 	1.203125 	244 	0.390589185608929 	
244.100006103516 	1.2109375 	244.100006103516 	0.391072041868239 	
244.200012207031 	1.203125 	244.200012207031 	0.391554405769461 	
244.300018310547 	1.203125 	244.300018310547 	0.392036277802337 	
244.399993896484 	1.203125 	244.399993896484 	0.392517511634305 	
244.5 	1.203125 	244.5 	0.392998401547619 	
244.600006103516 	1.20703125 	244.600006103516 	0.393478801058936 	
244.700012207031 	1.2109375 	244.700012207031 	0.393958710656177 	
244.800018310547 	1.2109375 	244.800018310547 	0.394438130826813 	
244.899993896484 	1.19921875 	244.899993896484 	0.394916915983096 	
245 	1.21875 	245 	0.395395358910095 	
245.100006103516 	1.22265625 	245.100006103516 	0.39587331387003 	
245.200012207031 	1.22265625 	245.200012207031 	0.396350781348557 	
245.300018310547 	1.2109375 	245.300018310547 	0.396827761830884 	
245.399993896484 	1.2109375 	245.399993896484 	0.397304110470379 	
245.5 	1.21875 	245.5 	0.397780118562359 	
245.600006103516 	1.22265625 	245.600006103516 	0.398255641110902 	
245.700012207031 	1.21484375 	245.700012207031 	0.398730678599412 	
245.800018310547 	1.21484375 	245.800018310547 	0.399205231510843 	
245.899993896484 	1.21484375 	245.899993896484 	0.399679155735997 	
246 	1.21484375 	246 	0.400152741087836 	
246.100006103516 	1.21875 	246.100006103516 	0.400625843308614 	
246.200012207031 	1.22265625 	246.200012207031 	0.401098462879491 	
246.300018310547 	1.22265625 	246.300018310547 	0.401570600281176 	
246.399993896484 	1.22265625 	246.399993896484 	0.402042112138243 	
246.5 	1.22265625 	246.5 	0.402513286788661 	
246.600006103516 	1.2109375 	246.600006103516 	0.402983980709193 	
246.700012207031 	1.21875 	246.700012207031 	0.403454194378762 	
246.800018310547 	1.22265625 	246.800018310547 	0.403923928275847 	
246.899993896484 	1.21484375 	246.899993896484 	0.40439303975514 	
247 	1.21484375 	247 	0.404861815674877 	
247.100006103516 	1.21484375 	247.100006103516 	0.405330113201475 	
247.200012207031 	1.21875 	247.200012207031 	0.4057979328576 	
247.300018310547 	1.22265625 	247.300018310547 	0.406265275119099 	
247.399993896484 	1.22265625 	247.399993896484 	0.406731998066761 	
247.5 	1.22265625 	247.5 	0.407198387110044 	
247.600006103516 	1.22265625 	247.600006103516 	0.407664300183363 	
247.700012207031 	1.2109375 	247.700012207031 	0.408129737760745 	
247.800018310547 	1.2109375 	247.800018310547 	0.40859470031576 	
247.899993896484 	1.2109375 	247.899993896484 	0.409059046652022 	
248 	1.2109375 	248 	0.409523060725795 	
248.100006103516 	1.2109375 	248.100006103516 	0.409986601195046 	
248.200012207031 	1.21875 	248.200012207031 	0.410449668531528 	
248.300018310547 	1.21484375 	248.300018310547 	0.410912263206545 	
248.399993896484 	1.21484375 	248.399993896484 	0.411374244742937 	
248.5 	1.21484375 	248.5 	0.411835895650991 	
248.600006103516 	1.21875 	248.600006103516 	0.412297075308623 	
248.700012207031 	1.22265625 	248.700012207031 	0.412757784185323 	
248.800018310547 	1.2109375 	248.800018310547 	0.413218022750129 	
248.899993896484 	1.2109375 	248.899993896484 	0.413677651241532 	
249 	1.2109375 	249 	0.414136950731022 	
249.100006103516 	1.2109375 	249.100006103516 	0.414595781312881 	
249.200012207031 	1.21875 	249.200012207031 	0.415054143454341 	
249.300018310547 	1.21484375 	249.300018310547 	0.415512037622183 	
249.399993896484 	1.21484375 	249.399993896484 	0.415969324766983 	
249.5 	1.203125 	249.5 	0.416426284528582 	
249.600006103516 	1.203125 	249.600006103516 	0.416882777714063 	
249.700012207031 	1.203125 	249.700012207031 	0.417338804788405 	
249.800018310547 	1.203125 	249.800018310547 	0.41779436621614 	
249.899993896484 	1.203125 	249.899993896484 	0.41824932365638 	
250 	1.203125 	250 	0.418703955324435 	
250.100006103516 	1.203125 	250.100006103516 	0.419158122736636 	
250.200012207031 	1.203125 	250.200012207031 	0.419611826355718 	
250.300018310547 	1.203125 	250.300018310547 	0.420065066643966 	
250.399993896484 	1.203125 	250.399993896484 	0.420517705965505 	
250.5 	1.203125 	250.5 	0.420970021118187 	
250.600006103516 	1.19140625 	250.600006103516 	0.421421874324064 	
250.700012207031 	1.19140625 	250.700012207031 	0.421873266052279 	
250.800018310547 	1.19140625 	250.800018310547 	0.422324196774578 	
250.899993896484 	1.18359375 	250.899993896484 	0.422774529539445 	
251 	1.18359375 	251 	0.423224539734527 	
251.100006103516 	1.18359375 	251.100006103516 	0.423674090284252 	
251.200012207031 	1.18359375 	251.200012207031 	0.424123181647073 	
251.300018310547 	1.171875 	251.300018310547 	0.424571814281002 	
251.399993896484 	1.171875 	251.399993896484 	0.425019851949849 	
251.5 	1.171875 	251.5 	0.425467568637901 	
251.600006103516 	1.171875 	251.600006103516 	0.425914827968315 	
251.700012207031 	1.1640625 	251.700012207031 	0.426361630397345 	
251.800018310547 	1.16796875 	251.800018310547 	0.426807976380804 	
251.899993896484 	1.171875 	251.899993896484 	0.427253730377054 	
252 	1.171875 	252 	0.427699164974001 	
252.100006103516 	1.171875 	252.100006103516 	0.428144144490052 	
252.200012207031 	1.171875 	252.200012207031 	0.428588669379269 	
252.300018310547 	1.171875 	252.300018310547 	0.429032740095275 	
252.399993896484 	1.1796875 	252.399993896484 	0.42947622178752 	
252.5 	1.17578125 	252.5 	0.429919385654483 	
252.600006103516 	1.16015625 	252.600006103516 	0.430362096706353 	
252.700012207031 	1.16015625 	252.700012207031 	0.430804355395008 	
252.800018310547 	1.16015625 	252.800018310547 	0.431246162171892 	
252.899993896484 	1.16015625 	252.899993896484 	0.431687382874097 	
253 	1.16015625 	253 	0.432128287317589 	
253.100006103516 	1.16015625 	253.100006103516 	0.432568741200892 	
253.200012207031 	1.16015625 	253.200012207031 	0.433008744973711 	
253.300018310547 	1.1484375 	253.300018310547 	0.433448299085315 	
253.399993896484 	1.14453125 	253.399993896484 	0.433887270057013 	
253.5 	1.15234375 	253.5 	0.434325926329139 	
253.600006103516 	1.14453125 	253.600006103516 	0.434764134285123 	
253.700012207031 	1.14453125 	253.700012207031 	0.435201894372502 	
253.800018310547 	1.15234375 	253.800018310547 	0.435639207038381 	
253.899993896484 	1.14453125 	253.899993896484 	0.436075939484873 	
254 	1.1484375 	254 	0.436512358783529 	
254.100006103516 	1.15234375 	254.100006103516 	0.436948331999272 	
254.200012207031 	1.15234375 	254.200012207031 	0.437383859577478 	
254.300018310547 	1.15234375 	254.300018310547 	0.437818941963095 	
254.399993896484 	1.15234375 	254.399993896484 	0.438253447053173 	
254.5 	1.140625 	254.5 	0.438687640564983 	
254.600006103516 	1.140625 	254.600006103516 	0.439121390221047 	
254.700012207031 	1.140625 	254.700012207031 	0.439554696464853 	
254.800018310547 	1.140625 	254.800018310547 	0.439987559739469 	
254.899993896484 	1.1484375 	254.899993896484 	0.440419848598713 	
255 	1.14453125 	255 	0.440851827397311 	
255.100006103516 	1.140625 	255.100006103516 	0.441283364553267 	
255.200012207031 	1.13671875 	255.200012207031 	0.441714460507967 	
255.300018310547 	1.140625 	255.300018310547 	0.44214511570238 	
255.399993896484 	1.140625 	255.399993896484 	0.442575199361025 	
255.5 	1.140625 	255.5 	0.443004974490258 	
255.600006103516 	1.140625 	255.600006103516 	0.443434310179463 	
255.700012207031 	1.140625 	255.700012207031 	0.443863206867935 	
255.800018310547 	1.140625 	255.800018310547 	0.444291664994552 	
255.899993896484 	1.140625 	255.899993896484 	0.444719554451193 	
256 	1.1328125 	256 	0.445147136902565 	
256.100006103516 	1.1328125 	256.100006103516 	0.445574282106084 	
256.200012207031 	1.1328125 	256.200012207031 	0.446000990498966 	
256.300018310547 	1.1328125 	256.300018310547 	0.446427262518009 	
256.399993896484 	1.1328125 	256.399993896484 	0.44685296871912 	
256.5 	1.1328125 	256.5 	0.447278369432053 	
256.600006103516 	1.1328125 	256.600006103516 	0.447703335078926 	
256.700012207031 	1.140625 	256.700012207031 	0.448127866094881 	
256.800018310547 	1.14453125 	256.800018310547 	0.448551962914649 	
256.899993896484 	1.14453125 	256.899993896484 	0.448975496754852 	
257 	1.14453125 	257 	0.449398726616953 	
257.100006103516 	1.14453125 	257.100006103516 	0.449821523584452 	
257.200012207031 	1.14453125 	257.200012207031 	0.450243888090432 	
257.300018310547 	1.14453125 	257.300018310547 	0.450665820567565 	
257.399993896484 	1.1484375 	257.399993896484 	0.451087192889891 	
257.5 	1.15234375 	257.5 	0.451508262737213 	
