Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM_Y 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_X 	Run 1; Fc 3-1; Cy 3; RPA; Conc 0.04572474 0.1371742 0.4115226 1.234568 3.703704 11.11111 33.33333 100 nM; Fitted_Y 	
-19.0999984741211 	0.778799999996409 	-19.0999984741211 	0 	
-19 	0.775499999999738 	-19 	0 	
-18.8999996185303 	0.773000000001048 	-18.8999996185303 	0 	
-18.7999992370605 	0.771399999997811 	-18.7999992370605 	0 	
-18.6999988555908 	0.768299999999726 	-18.6999988555908 	0 	
-18.5999984741211 	0.764799999997194 	-18.5999984741211 	0 	
-18.5 	0.760600000001432 	-18.5 	0 	
-18.3999996185303 	0.758299999997689 	-18.3999996185303 	0 	
-18.2999992370605 	0.755900000000111 	-18.2999992370605 	0 	
-18.1999988555908 	0.753300000000309 	-18.1999988555908 	0 	
-18.0999984741211 	0.751500000002125 	-18.0999984741211 	0 	
-18 	0.748999999999796 	-18 	0 	
-17.8999996185303 	0.746900000001915 	-17.8999996185303 	0 	
-17.7999992370605 	0.744999999998981 	-17.7999992370605 	0 	
-17.6999988555908 	0.743399999999383 	-17.6999988555908 	0 	
-17.5999984741211 	0.740499999999884 	-17.5999984741211 	0 	
-17.5 	0.737199999999575 	-17.5 	0 	
-17.3999996185303 	0.735100000001694 	-17.3999996185303 	0 	
-17.2999992370605 	0.732700000000477 	-17.2999992370605 	0 	
-17.1999988555908 	0.730799999997544 	-17.1999988555908 	0 	
-17.0999984741211 	0.727600000001985 	-17.0999984741211 	0 	
-17 	0.725999999998749 	-17 	0 	
-16.8999996185303 	0.724799999999959 	-16.8999996185303 	0 	
-16.7999992370605 	0.722900000000664 	-16.7999992370605 	0 	
-16.6999988555908 	0.722099999999045 	-16.6999988555908 	0 	
-16.5999984741211 	0.722099999999045 	-16.5999984741211 	0 	
-16.5 	0.720600000000559 	-16.5 	0 	
-16.3999996185303 	0.72019999999975 	-16.3999996185303 	0 	
-16.2999992370605 	0.716599999999744 	-16.2999992370605 	0 	
-16.1999988555908 	0.714799999997922 	-16.1999988555908 	0 	
-16.0999984741211 	0.712299999999232 	-16.0999984741211 	0 	
-15.9999990463257 	0.71140000000014 	-15.9999990463257 	0 	
-15.8999996185303 	0.710399999996298 	-15.8999996185303 	0 	
-15.7999992370605 	0.709600000001956 	-15.7999992370605 	0 	
-15.6999988555908 	0.70679999999993 	-15.6999988555908 	0 	
-15.5999984741211 	0.704499999999825 	-15.5999984741211 	0 	
-15.5 	0.702099999998609 	-15.5 	0 	
-15.3999996185303 	0.700700000001234 	-15.3999996185303 	0 	
-15.2999992370605 	0.699699999997392 	-15.2999992370605 	0 	
-15.1999988555908 	0.698700000000827 	-15.1999988555908 	0 	
-15.0999984741211 	0.699000000000524 	-15.0999984741211 	0 	
-15 	0.697199999998702 	-15 	0 	
-14.8999996185303 	0.683899999996356 	-14.8999996185303 	0 	
-14.7999992370605 	0.684300000000803 	-14.7999992370605 	0 	
-14.6999988555908 	0.68239999999787 	-14.6999988555908 	0 	
-14.5999984741211 	0.680700000000797 	-14.5999984741211 	0 	
-14.5 	0.679200000002311 	-14.5 	0 	
-14.3999996185303 	0.675800000000891 	-14.3999996185303 	0 	
-14.2999992370605 	0.670200000000477 	-14.2999992370605 	0 	
-14.1999988555908 	0.680899999999383 	-14.1999988555908 	0 	
-14.0999984741211 	0.674300000002404 	-14.0999984741211 	0 	
-14 	0.670600000001286 	-14 	0 	
-13.8999996185303 	0.667700000001787 	-13.8999996185303 	0 	
-13.7999992370605 	0.665999999997439 	-13.7999992370605 	0 	
-13.6999988555908 	0.661700000000565 	-13.6999988555908 	0 	
-13.5999984741211 	0.659100000000763 	-13.5999984741211 	0 	
-13.5 	0.634000000001834 	-13.5 	0 	
-13.3999996185303 	0.621799999997165 	-13.3999996185303 	0 	
-13.2999992370605 	0.611399999997957 	-13.2999992370605 	0 	
-13.1999988555908 	0.601500000000669 	-13.1999988555908 	0 	
-13.0999984741211 	0.581200000000536 	-13.0999984741211 	0 	
-13 	0.568599999998696 	-13 	0 	
-12.8999996185303 	0.586899999998423 	-12.8999996185303 	0 	
-12.7999992370605 	0.628799999998591 	-12.7999992370605 	0 	
